,activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
0,1075000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",Walk,90013,,130,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-17/2018-02-17/1min/time/17:49/18:07.json,1075000,40.0,,,2018-02-17 23:18:34,12467803699,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1075000,2018-02-17T17:49:18.000-05:00,,2018-02-17T17:49:18.000-05:00,1277,
1,2304000,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 11, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",Walk,90013,,266,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-17/2018-02-17/1min/time/16:09/16:47.json,2304000,20.0,,,2018-02-17 22:42:43,12467256735,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2304000,2018-02-17T16:09:28.000-05:00,,2018-02-17T16:09:28.000-05:00,3049,
2,973000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",Walk,90013,,120,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-17/2018-02-17/1min/time/11:02/11:18.json,973000,20.0,,,2018-02-17 16:27:16,12461432508,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2018-02-17T11:02:15.000-05:00,,2018-02-17T11:02:15.000-05:00,1410,
3,2560000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 21, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,108.0,305,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-16/2018-02-16/1min/time/21:59/22:42.json,2560000,90.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-16/2018-02-16/1sec/time/21:59:45/22:42:25.json,"[{'max': 98, 'min': 30, 'minutes': 13, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 29, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 1, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-17 03:49:26,12453376166,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2560000,2018-02-16T21:59:45.000-05:00,,2018-02-16T21:59:45.000-05:00,2824,https://api.fitbit.com/1/user/-/activities/12453376166.tcx
4,2379000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 9, 'name': 'fairly'}, {'minutes': 29, 'name': 'very'}]",Workout,3000,129.0,354,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-13/2018-02-13/1min/time/8:53/9:32.json,2380000,40.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-13/2018-02-13/1sec/time/08:53:06/09:32:46.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 29, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 10, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-13 14:50:14,12364536041,tracker,"{'calories': False, 'distance': False, 'steps': False}",2380000,2018-02-13T08:53:06.000-05:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-02-13T08:53:06.000-05:00,1507,https://api.fitbit.com/1/user/-/activities/12364536041.tcx
5,1280000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",Walk,90013,106.0,145,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-12/2018-02-12/1min/time/20:57/21:18.json,1280000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-12/2018-02-12/1sec/time/20:57:28/21:18:48.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 18, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-13 02:26:10,12370144267,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1280000,2018-02-12T20:57:28.000-05:00,,2018-02-12T20:57:28.000-05:00,1302,https://api.fitbit.com/1/user/-/activities/12370144267.tcx
6,973000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,113.0,142,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-11/2018-02-11/1min/time/22:59/23:15.json,973000,50.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-11/2018-02-11/1sec/time/22:59:03/23:15:16.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 16, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-12 04:20:02,12352285620,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2018-02-11T22:59:03.000-05:00,,2018-02-11T22:59:03.000-05:00,1634,https://api.fitbit.com/1/user/-/activities/12352285620.tcx
7,1076000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",Walk,90013,,160,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-08/2018-02-08/1min/time/18:27/18:45.json,1076000,50.0,,,2018-02-09 00:04:02,12299134379,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1076000,2018-02-08T18:27:43.000-05:00,,2018-02-08T18:27:43.000-05:00,1779,
8,1023000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 15, 'name': 'very'}]",Walk,90013,118.0,156,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-07/2018-02-07/1min/time/18:42/18:59.json,1023000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-07/2018-02-07/1sec/time/18:42:40/18:59:43.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 17, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-08 00:13:53,12280835406,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1023000,2018-02-07T18:42:40.000-05:00,,2018-02-07T18:42:40.000-05:00,1683,https://api.fitbit.com/1/user/-/activities/12280835406.tcx
9,1690000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",Walk,90013,112.0,228,https://api.fitbit.com/1/user/-/activities/calories/date/2018-02-07/2018-02-07/1min/time/12:42/13:10.json,1690000,100.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-02-07/2018-02-07/1sec/time/12:42:31/13:10:41.json,"[{'max': 98, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 26, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-02-07 18:17:37,12268204817,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1690000,2018-02-07T12:42:31.000-05:00,,2018-02-07T12:42:31.000-05:00,2402,https://api.fitbit.com/1/user/-/activities/12268204817.tcx
