,activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,distance,distanceUnit,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,pace,source,speed,startTime,steps,tcxLink
10,1024000,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 15, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",Walk,90013,99.0,125,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-06/2018-03-06/1min/time/21:33/21:50.json,,,1024000,90.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-06/2018-03-06/1sec/time/21:33:30/21:50:34.json,"[{'max': 98, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 11, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-03-07 02:56:30,12788089824,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1024000,2018-03-06T21:33:30.000-05:00,,,,2018-03-06T21:33:30.000-05:00,1371,https://api.fitbit.com/1/user/-/activities/12788089824.tcx
11,4044000,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 24, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 26, 'name': 'very'}]",Workout,3000,119.0,486,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-06/2018-03-06/1min/time/8:26/9:33.json,,,4044000,103.999344,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-06/2018-03-06/1sec/time/08:26:32/09:33:56.json,"[{'max': 98, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 55, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 10, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-03-06 14:35:07,12767712110,tracker,"{'calories': False, 'distance': False, 'steps': False}",4044000,2018-03-06T08:26:32.000-05:00,,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",,2018-03-06T08:26:32.000-05:00,2003,https://api.fitbit.com/1/user/-/activities/12767712110.tcx
12,921000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",Walk,90013,106.0,126,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-06/2018-03-06/1min/time/8:06/8:21.json,,,921000,30.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-06/2018-03-06/1sec/time/08:06:15/08:21:36.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-03-06 13:34:30,12775027575,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",921000,2018-03-06T08:06:15.000-05:00,,,,2018-03-06T08:06:15.000-05:00,1575,https://api.fitbit.com/1/user/-/activities/12775027575.tcx
13,1587000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",Walk,90013,109.0,242,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-04/2018-03-04/1min/time/20:27/20:53.json,,,1587000,156.998032,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-04/2018-03-04/1sec/time/20:27:15/20:53:42.json,"[{'max': 98, 'min': 30, 'minutes': 6, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 13, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 1, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 3, 'name': 'Peak'}]",2018-03-05 01:58:16,12748453827,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1587000,2018-03-04T20:27:15.000-05:00,,,,2018-03-04T20:27:15.000-05:00,2441,https://api.fitbit.com/1/user/-/activities/12748453827.tcx
14,1280000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 21, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",Walk,90013,106.0,156,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-04/2018-03-04/1min/time/18:17/18:38.json,,,1280000,90.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-04/2018-03-04/1sec/time/18:17:33/18:38:53.json,"[{'max': 98, 'min': 30, 'minutes': 6, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-03-05 01:12:10,12747973936,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1280000,2018-03-04T18:17:33.000-05:00,,,,2018-03-04T18:17:33.000-05:00,1464,https://api.fitbit.com/1/user/-/activities/12747973936.tcx
15,2202000,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",Walk,90013,116.0,338,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-04/2018-03-04/1min/time/12:54/13:31.json,,,2202000,90.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-04/2018-03-04/1sec/time/12:54:59/13:31:41.json,"[{'max': 98, 'min': 30, 'minutes': 13, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 11, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 3, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 7, 'name': 'Peak'}]",2018-03-04 18:39:18,12743109468,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2202000,2018-03-04T12:54:59.000-05:00,,,,2018-03-04T12:54:59.000-05:00,2996,https://api.fitbit.com/1/user/-/activities/12743109468.tcx
16,1690000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 20, 'name': 'very'}]",Walk,90013,110.0,225,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-03/2018-03-03/1min/time/13:50/14:18.json,,,1690000,130.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-03/2018-03-03/1sec/time/13:50:01/14:18:11.json,"[{'max': 98, 'min': 30, 'minutes': 2, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 26, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-03-03 19:27:43,12727550392,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1690000,2018-03-03T13:50:01.000-05:00,,,,2018-03-03T13:50:01.000-05:00,2585,https://api.fitbit.com/1/user/-/activities/12727550392.tcx
17,923000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",Walk,90013,110.0,119,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-03/2018-03-03/1min/time/11:44/11:59.json,,,923000,89.498032,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-03/2018-03-03/1sec/time/11:44:34/11:59:57.json,"[{'max': 98, 'min': 30, 'minutes': 3, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 11, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-03-03 17:08:22,12725758352,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",923000,2018-03-03T11:44:34.000-05:00,,,,2018-03-03T11:44:34.000-05:00,1258,https://api.fitbit.com/1/user/-/activities/12725758352.tcx
18,2868000,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 31, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",Walk,90013,,299,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-01/2018-03-01/1min/time/18:32/19:19.json,,,2868000,60.0,,,2018-03-02 23:55:36,12714844164,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2868000,2018-03-01T18:32:03.000-05:00,,,,2018-03-01T18:32:03.000-05:00,3179,
19,973000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 13, 'name': 'very'}]",Walk,90013,106.0,129,https://api.fitbit.com/1/user/-/activities/calories/date/2018-03-01/2018-03-01/1min/time/8:54/9:10.json,,,973000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-03-01/2018-03-01/1sec/time/08:54:21/09:10:34.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 16, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-03-01 14:20:14,12685066732,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2018-03-01T08:54:21.000-05:00,,,,2018-03-01T08:54:21.000-05:00,1588,https://api.fitbit.com/1/user/-/activities/12685066732.tcx
