,activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
0,1025000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",Walk,90013,,136,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-27/2017-10-27/1min/time/12:53/13:10.json,1025000,20.0,,,2017-10-27 18:02:21,10633368076,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1025000,2017-10-27T12:53:14.000-04:00,,2017-10-27T12:53:14.000-04:00,1455,
1,1422000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 17, 'name': 'very'}]",Workout,3000,126.0,225,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-27/2017-10-27/1min/time/8:41/9:04.json,1424000,27.001312,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-27/2017-10-27/1sec/time/08:41:00/09:04:44.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 18, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 6, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-27 13:44:20,10627485375,tracker,"{'calories': False, 'distance': False, 'steps': False}",1424000,2017-10-27T08:41:00.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2017-10-27T08:41:00.000-04:00,1543,https://api.fitbit.com/1/user/-/activities/10627485375.tcx
2,1229000,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 17, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",Walk,90013,100.0,139,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-26/2017-10-26/1min/time/12:28/12:48.json,1229000,30.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-26/2017-10-26/1sec/time/12:28:03/12:48:32.json,"[{'max': 99, 'min': 30, 'minutes': 8, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 11, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 1, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-26 17:02:55,10615312900,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1229000,2017-10-26T12:28:03.000-04:00,,2017-10-26T12:28:03.000-04:00,1223,https://api.fitbit.com/1/user/-/activities/10615312900.tcx
3,4303000,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 7, 'name': 'lightly'}, {'minutes': 14, 'name': 'fairly'}, {'minutes': 48, 'name': 'very'}]",Workout,3000,126.0,640,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-26/2017-10-26/1min/time/8:30/9:41.json,4303000,61.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-26/2017-10-26/1sec/time/08:30:13/09:41:56.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 55, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 13, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-26 13:42:07,10610627904,tracker,"{'calories': False, 'distance': False, 'steps': False}",4303000,2017-10-26T08:30:13.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2017-10-26T08:30:13.000-04:00,2893,https://api.fitbit.com/1/user/-/activities/10610627904.tcx
4,2249000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 31, 'name': 'very'}]",Workout,3000,131.0,362,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-25/2017-10-25/1min/time/9:04/9:41.json,2249000,37.998688,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-25/2017-10-25/1sec/time/09:04:00/09:41:29.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 27, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 6, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 2, 'name': 'Peak'}]",2017-10-25 14:02:47,10590154536,tracker,"{'calories': False, 'distance': False, 'steps': False}",2249000,2017-10-25T09:04:00.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2017-10-25T09:04:00.000-04:00,1964,https://api.fitbit.com/1/user/-/activities/10590154536.tcx
5,922000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 7, 'name': 'very'}]",Walk,90013,106.0,116,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-24/2017-10-24/1min/time/10:14/10:29.json,922000,40.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-24/2017-10-24/1sec/time/10:14:03/10:29:25.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-24 14:38:41,10578763989,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",922000,2017-10-24T10:14:03.000-04:00,,2017-10-24T10:14:03.000-04:00,1156,https://api.fitbit.com/1/user/-/activities/10578763989.tcx
6,3780000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 11, 'name': 'fairly'}, {'minutes': 51, 'name': 'very'}]",Workout,3000,132.0,632,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-24/2017-10-24/1min/time/8:31/9:34.json,3780000,90.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-24/2017-10-24/1sec/time/08:31:59/09:34:59.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 40, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 23, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-24 13:37:22,10569904493,tracker,"{'calories': False, 'distance': False, 'steps': False}",3780000,2017-10-24T08:31:59.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2017-10-24T08:31:59.000-04:00,2506,https://api.fitbit.com/1/user/-/activities/10569904493.tcx
7,5860000,"[{'minutes': 16, 'name': 'sedentary'}, {'minutes': 21, 'name': 'lightly'}, {'minutes': 16, 'name': 'fairly'}, {'minutes': 44, 'name': 'very'}]",Workout,3000,118.0,731,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-20/2017-10-20/1min/time/19:01/20:39.json,5860000,186.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-20/2017-10-20/1sec/time/19:01:22/20:39:02.json,"[{'max': 99, 'min': 30, 'minutes': 9, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 77, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 12, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-21 00:45:02,10519803770,tracker,"{'calories': False, 'distance': False, 'steps': False}",5860000,2017-10-20T19:01:22.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2017-10-20T19:01:22.000-04:00,3023,https://api.fitbit.com/1/user/-/activities/10519803770.tcx
8,1126000,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 14, 'name': 'lightly'}, {'minutes': 0, 'name': 'fairly'}, {'minutes': 0, 'name': 'very'}]",Walk,90013,98.0,112,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-20/2017-10-20/1min/time/11:31/11:50.json,1126000,0.0,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-20/2017-10-20/1sec/time/11:31:41/11:50:27.json,"[{'max': 99, 'min': 30, 'minutes': 9, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 10, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-20 16:02:38,10519106195,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1126000,2017-10-20T11:31:41.000-04:00,,2017-10-20T11:31:41.000-04:00,1087,https://api.fitbit.com/1/user/-/activities/10519106195.tcx
9,4005000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 63, 'name': 'very'}]",Workout,3000,134.0,747,https://api.fitbit.com/1/user/-/activities/calories/date/2017-10-19/2017-10-19/1min/time/8:29/9:35.json,4005000,71.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2017-10-19/2017-10-19/1sec/time/08:29:13/09:35:58.json,"[{'max': 99, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 138, 'min': 99, 'minutes': 42, 'name': 'Fat Burn'}, {'max': 168, 'min': 138, 'minutes': 24, 'name': 'Cardio'}, {'max': 220, 'min': 168, 'minutes': 0, 'name': 'Peak'}]",2017-10-19 13:41:01,10493126790,tracker,"{'calories': False, 'distance': False, 'steps': False}",4005000,2017-10-19T08:29:13.000-04:00,"{'id': '80357337', 'name': 'Charge 2', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2017-10-19T08:29:13.000-04:00,3738,https://api.fitbit.com/1/user/-/activities/10493126790.tcx
