Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment
2015-01-09,Dumbbell Lunge,Legs,55.0,10,,,,""
2015-01-09,Deadlift,Back,130.0,10,,,,"Performing this lift with a barbell still hurts my back"
2015-01-09,Undefined Ab Workout,Abs,1.0,1,,,,""
2015-01-12,Rowing Machine,Cardio,,,1325.0,m,0:05:06,""
2015-01-12,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-01-12,Flat Dumbbell Bench Press,Chest,50.0,10,,,,"Had to stop workout after chest began hurting quite a bit"
2015-01-12,Running (Outdoor),Cardio,,,1.0,mi,0:07:00,""
2015-01-13,Rowing Machine,Cardio,,,1315.0,m,0:05:14,""
2015-01-13,Undefined Ab Workout,Abs,1.0,1,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,45.0,10,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,45.0,10,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,45.0,10,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,50.0,5,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,45.0,6,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,45.0,7,,,,""
2015-02-15,Flat Dumbbell Bench Press,Chest,40.0,7,,,,""
2015-02-15,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-02-15,Dumbbell Curl,Biceps,30.0,7,,,,""
2015-02-15,Dumbbell Curl,Biceps,30.0,3,,,,""
2015-02-15,Dumbbell Curl,Biceps,30.0,4,,,,""
2015-02-15,Dumbbell Curl,Biceps,25.0,6,,,,""
2015-03-03,Rowing Machine,Cardio,,,1309.0,m,0:05:00,""
2015-03-03,Lat Pulldown,Back,100.0,10,,,,""
2015-03-03,Lat Pulldown,Back,130.0,10,,,,""
2015-03-03,Lat Pulldown,Back,130.0,8,,,,""
2015-03-03,Lat Pulldown,Back,120.0,10,,,,""
2015-03-03,Lat Pulldown,Back,120.0,10,,,,""
2015-03-03,Lat Pulldown,Back,120.0,10,,,,""
2015-03-03,Lat Pulldown,Back,120.0,8,,,,""
2015-03-03,Lat Pulldown,Back,120.0,8,,,,""
2015-03-03,Lat Pulldown,Back,120.0,7,,,,""
2015-03-15,Rowing Machine,Cardio,,,1226.0,m,0:05:00,""
2015-03-15,Dumbbell Lunge,Legs,45.0,10,,,,""
2015-03-15,Dumbbell Lunge,Legs,45.0,10,,,,""
2015-03-15,Dumbbell Lunge,Legs,45.0,10,,,,""
2015-03-15,Dumbbell Calf Raise,Legs,90.0,10,,,,""
2015-03-15,Dumbbell Calf Raise,Legs,90.0,10,,,,""
2015-03-15,Dumbbell Calf Raise,Legs,90.0,10,,,,""
2015-03-15,Dumbbell Calf Raise,Legs,90.0,10,,,,""
2015-03-15,Dumbbell Calf Raise,Legs,90.0,10,,,,""
2015-03-15,Hip Adduction,Legs,65.0,10,,,,""
2015-03-15,Hip Adduction,Legs,65.0,10,,,,""
2015-03-15,Hip Adduction,Legs,65.0,10,,,,""
2015-03-15,Hip Abduction,Legs,175.0,10,,,,""
2015-03-15,Hip Abduction,Legs,175.0,10,,,,""
2015-03-15,Hip Abduction,Legs,175.0,10,,,,""
2015-03-16,Rowing Machine,Cardio,,,3934.0,m,0:17:00,""
2015-03-18,Rowing Machine,Cardio,,,1174.0,m,0:05:00,""
2015-03-18,Undefined Ab Workout,Abs,1.0,1,,,,""
2015-03-19,Flat Barbell Bench Press,Chest,135.0,10,,,,""
2015-03-19,Flat Barbell Bench Press,Chest,140.0,8,,,,""
2015-03-19,Flat Barbell Bench Press,Chest,150.0,5,,,,""
2015-03-19,Flat Barbell Bench Press,Chest,150.0,5,,,,""
2015-03-19,Dumbbell Shoulder Press,Shoulders,30.0,8,,,,""
2015-03-19,Dumbbell Shoulder Press,Shoulders,30.0,8,,,,""
2015-03-19,Dumbbell Shoulder Press,Shoulders,30.0,8,,,,""
2015-03-20,Cooldown And Stretch,Cooldown,1.0,1,,,,""
2015-03-21,Rowing Machine,Cardio,,,1368.0,m,0:05:41,""
2015-03-21,Lat Pulldown,Back,140.0,10,,,,""
2015-03-21,Lat Pulldown,Back,140.0,10,,,,""
2015-03-21,Lat Pulldown,Back,140.0,6,,,,""
2015-03-21,Lat Pulldown,Back,130.0,10,,,,""
2015-03-21,Lat Pulldown,Back,130.0,7,,,,""
2015-03-21,Lat Pulldown,Back,130.0,7,,,,""
2015-03-21,Dumbbell Hammer Curl,Biceps,25.0,5,,,,""
2015-03-21,Dumbbell Hammer Curl,Biceps,20.0,10,,,,""
2015-03-21,Dumbbell Hammer Curl,Biceps,20.0,10,,,,""
2015-03-24,Rowing Machine,Cardio,,,1249.0,m,0:05:18,""
2015-03-24,Dumbbell Lunge,Legs,30.0,10,,,,""
2015-03-24,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-03-24,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-03-24,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-03-24,Dumbbell Calf Raise,Legs,100.0,10,,,,""
2015-03-24,Dumbbell Calf Raise,Legs,100.0,10,,,,""
2015-03-24,Dumbbell Calf Raise,Legs,100.0,10,,,,""
2015-03-24,Dumbbell Calf Raise,Legs,100.0,10,,,,""
2015-03-24,Dumbbell Calf Raise,Legs,100.0,10,,,,""
2015-03-24,Hip Adduction,Legs,70.0,10,,,,""
2015-03-24,Hip Adduction,Legs,70.0,10,,,,""
2015-03-24,Hip Adduction,Legs,70.0,10,,,,""
2015-03-24,Hip Abduction,Legs,180.0,10,,,,""
2015-03-24,Hip Abduction,Legs,180.0,10,,,,""
2015-03-24,Hip Abduction,Legs,180.0,10,,,,""
2015-03-27,Rowing Machine,Cardio,,,1288.0,m,0:05:06,""
2015-03-27,Flat Dumbbell Bench Press,Chest,30.0,10,,,,""
2015-03-27,Flat Dumbbell Bench Press,Chest,55.0,10,,,,""
2015-03-27,Flat Dumbbell Bench Press,Chest,55.0,5,,,,""
2015-03-27,Flat Dumbbell Bench Press,Chest,50.0,5,,,,""
2015-03-27,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-03-27,Flat Dumbbell Bench Press,Chest,50.0,5,,,,""
2015-03-28,Rowing Machine,Cardio,,,1293.0,m,0:05:07,""
2015-03-28,Seated Cable Row,Back,100.0,10,,,,""
2015-03-28,Seated Cable Row,Back,110.0,10,,,,""
2015-03-28,Seated Cable Row,Back,110.0,10,,,,""
2015-03-28,Lat Pulldown,Back,140.0,10,,,,""
2015-03-28,Lat Pulldown,Back,150.0,10,,,,""
2015-03-28,Lat Pulldown,Back,150.0,10,,,,""
2015-03-28,Pull Up,Back,1.0,3,,,,""
2015-03-28,Pull Up,Back,1.0,3,,,,""
2015-03-28,Pull Up,Back,1.0,2,,,,""
2015-03-28,Dumbbell Hammer Curl,Biceps,25.0,6,,,,""
2015-03-28,Dumbbell Hammer Curl,Biceps,22.5,4,,,,""
2015-03-28,Dumbbell Hammer Curl,Biceps,22.5,6,,,,""
2015-03-28,Dumbbell Hammer Curl,Biceps,20.0,6,,,,""
2015-06-20,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-06-20,Dumbbell Curl,Biceps,35.0,10,,,,""
2015-06-20,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-06-20,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-06-20,Dumbbell Lunge,Legs,40.0,10,,,,""
2015-06-20,Dumbbell Lunge,Legs,45.0,10,,,,""
2015-06-20,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-06-20,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-06-20,Rope Push Down,Triceps,70.0,10,,,,""
2015-06-20,Rope Push Down,Triceps,90.0,10,,,,""
2015-06-20,Rope Push Down,Triceps,80.0,10,,,,""
2015-06-20,Rope Push Down,Triceps,80.0,10,,,,""
2015-06-21,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-06-21,Dumbbell Curl,Biceps,35.0,10,,,,""
2015-06-21,Dumbbell Curl,Biceps,35.0,10,,,,""
2015-06-21,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-06-21,Dumbbell Shoulder Press,Shoulders,30.0,10,,,,""
2015-06-21,Dumbbell Shoulder Press,Shoulders,35.0,10,,,,""
2015-06-21,Dumbbell Shoulder Press,Shoulders,35.0,10,,,,""
2015-06-21,Dumbbell Shoulder Press,Shoulders,30.0,10,,,,""
2015-06-22,Dumbbell Row,Back,35.0,10,,,,""
2015-06-22,Dumbbell Row,Back,40.0,10,,,,""
2015-06-22,Dumbbell Row,Back,40.0,10,,,,""
2015-06-22,Dumbbell Row,Back,45.0,10,,,,""
2015-06-22,Incline Dumbbell Bench Press,Chest,35.0,10,,,,""
2015-06-22,Incline Dumbbell Bench Press,Chest,45.0,10,,,,""
2015-06-22,Incline Dumbbell Bench Press,Chest,45.0,10,,,,""
2015-06-22,Incline Dumbbell Bench Press,Chest,45.0,10,,,,""
2015-06-22,Flat Dumbbell Bench Press,Chest,45.0,10,,,,""
2015-06-22,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-06-22,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-06-22,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-06-22,Lat Pulldown,Back,120.0,10,,,,""
2015-06-22,Lat Pulldown,Back,140.0,10,,,,""
2015-06-22,Lat Pulldown,Back,140.0,10,,,,""
2015-06-22,Lat Pulldown,Back,130.0,10,,,,""
2015-06-24,Barbell Squat,Legs,95.0,10,,,,""
2015-06-24,Barbell Squat,Legs,115.0,10,,,,""
2015-06-24,Leg Press,Legs,180.0,10,,,,""
2015-06-24,Leg Press,Legs,270.0,10,,,,""
2015-06-24,Leg Press,Legs,270.0,10,,,,""
2015-06-24,Leg Press,Legs,270.0,10,,,,""
2015-07-24,Dumbbell Row,Back,40.0,10,,,,""
2015-07-24,Dumbbell Row,Back,60.0,10,,,,""
2015-07-24,Dumbbell Row,Back,60.0,10,,,,""
2015-07-24,Dumbbell Row,Back,60.0,10,,,,""
2015-07-24,Flat Dumbbell Bench Press,Chest,40.0,10,,,,""
2015-07-24,Flat Dumbbell Bench Press,Chest,55.0,10,,,,""
2015-07-24,Flat Dumbbell Bench Press,Chest,55.0,10,,,,""
2015-07-24,Flat Dumbbell Bench Press,Chest,55.0,10,,,,""
2015-07-24,Flat Barbell Bench Press,Chest,160.0,6,,,,""
2015-07-24,Flat Barbell Bench Press,Chest,155.0,4,,,,""
2015-07-24,Flat Barbell Bench Press,Chest,155.0,6,,,,""
2015-07-24,Lat Pulldown,Back,130.0,10,,,,""
2015-07-24,Lat Pulldown,Back,140.0,10,,,,""
2015-07-24,Lat Pulldown,Back,140.0,5,,,,""
2015-07-24,Lat Pulldown,Back,130.0,5,,,,""
2015-07-25,Dumbbell Lunge,Legs,45.0,10,,,,""
2015-07-25,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-07-25,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-07-25,Dumbbell Lunge,Legs,50.0,10,,,,""
2015-07-25,Dumbbell Calf Raise,Legs,120.0,10,,,,""
2015-07-25,Dumbbell Calf Raise,Legs,120.0,10,,,,""
2015-07-25,Dumbbell Calf Raise,Legs,120.0,10,,,,""
2015-07-25,Dumbbell Calf Raise,Legs,120.0,10,,,,""
2015-07-25,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-07-25,Dumbbell Curl,Biceps,35.0,10,,,,""
2015-07-25,Dumbbell Curl,Biceps,35.0,10,,,,""
2015-07-25,Rope Push Down,Triceps,70.0,10,,,,""
2015-07-25,Rope Push Down,Triceps,70.0,10,,,,""
2015-07-25,Pull Up,Back,1.0,6,,,,""
2015-07-25,Pull Up,Back,1.0,2,,,,""
2015-07-25,Pull Up,Back,1.0,2,,,,""
2015-07-25,Close Grip Dip,Triceps,0.0,12,,,,""
2015-07-25,Close Grip Dip,Triceps,0.0,5,,,,""
2015-07-25,Close Grip Dip,Triceps,0.0,6,,,,""
2015-07-26,Dumbbell Shoulder Press,Shoulders,35.0,10,,,,""
2015-07-26,Dumbbell Shoulder Press,Shoulders,40.0,10,,,,""
2015-07-26,Dumbbell Shoulder Press,Shoulders,40.0,10,,,,""
2015-07-26,Dumbbell Shoulder Press,Shoulders,45.0,10,,,,""
2015-07-26,Lat Pulldown,Back,140.0,10,,,,""
2015-07-26,Lat Pulldown,Back,150.0,10,,,,""
2015-07-26,Lat Pulldown,Back,150.0,10,,,,""
2015-07-26,Lat Pulldown,Back,150.0,10,,,,""
2015-07-26,Lateral Dumbbell Raise,Shoulders,17.5,10,,,,""
2015-07-27,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-07-27,Dumbbell Curl,Biceps,40.0,4,,,,""
2015-07-27,Dumbbell Curl,Biceps,35.0,7,,,,""
2015-07-27,Dumbbell Curl,Biceps,30.0,10,,,,""
2015-07-27,Rope Push Down,Triceps,70.0,10,,,,""
2015-07-27,Rope Push Down,Triceps,80.0,10,,,,""
2015-07-27,Rope Push Down,Triceps,80.0,10,,,,""
2015-07-27,Rope Push Down,Triceps,80.0,10,,,,""
2015-07-27,Pull Up,Back,1.0,5,,,,""
2015-07-27,Pull Up,Back,1.0,3,,,,""
2015-07-27,Pull Up,Back,1.0,2,,,,""
2015-07-29,Deadlift,Back,135.0,10,,,,""
2015-07-29,Deadlift,Back,185.0,4,,,,""
2015-07-29,Deadlift,Back,165.0,7,,,,""
2015-07-29,Deadlift,Back,130.0,10,,,,""
2015-10-17,Rowing Machine,Cardio,,,2000.0,m,0:10:00,""
2015-10-17,Incline Dumbbell Bench Press,Chest,35.0,10,,,,""
2015-10-17,Incline Dumbbell Bench Press,Chest,35.0,10,,,,""
2015-10-17,Incline Dumbbell Bench Press,Chest,35.0,10,,,,""
2015-10-17,Dumbbell Row,Back,45.0,10,,,,""
2015-10-17,Dumbbell Row,Back,45.0,10,,,,""
2015-10-17,Dumbbell Row,Back,45.0,10,,,,""
2015-10-17,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-10-17,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-10-17,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-10-17,Lat Pulldown,Back,120.0,10,,,,""
2015-10-17,Lat Pulldown,Back,130.0,10,,,,""
2015-10-17,Lat Pulldown,Back,130.0,10,,,,""
2015-11-01,Rowing Machine,Cardio,,,1000.0,m,0:05:00,""
2015-11-01,Dumbbell Row,Back,45.0,10,,,,""
2015-11-01,Dumbbell Row,Back,45.0,10,,,,""
2015-11-01,Dumbbell Row,Back,45.0,10,,,,""
2015-11-01,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-11-01,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-11-01,Flat Dumbbell Bench Press,Chest,50.0,10,,,,""
2015-12-22,Rowing Machine,Cardio,,,6019.0,m,0:30:29,""
2015-12-22,Flat Barbell Bench Press,Chest,145.0,5,,,,""
2015-12-22,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2015-12-22,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2015-12-22,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2015-12-22,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2015-12-22,Seated Machine Fly,Chest,90.0,12,,,,""
2015-12-22,Seated Machine Fly,Chest,85.0,12,,,,""
2015-12-22,Seated Machine Fly,Chest,80.0,12,,,,""
2015-12-22,Seated Machine Fly,Chest,80.0,12,,,,""
2015-12-22,Flat Dumbbell Fly,Chest,35.0,12,,,,""
2015-12-22,Flat Dumbbell Fly,Chest,30.0,12,,,,""
2015-12-22,Flat Dumbbell Fly,Chest,30.0,12,,,,""
2015-12-22,Flat Dumbbell Fly,Chest,30.0,12,,,,""
2015-12-22,Flat Dumbbell Bench Press,Chest,45.0,5,,,,""
2015-12-22,Flat Dumbbell Bench Press,Chest,30.0,12,,,,"Too light"
2015-12-22,Flat Dumbbell Bench Press,Chest,35.0,9,,,,""
2015-12-22,Flat Dumbbell Bench Press,Chest,30.0,3,,,,"Couldn't finish the 35 set, so I finished the remaining reps with 30s"
2015-12-22,Seated Machine Fly,Chest,130.0,5,,,,""
2015-12-22,Flat Dumbbell Bench Press,Chest,30.0,12,,,,""
2015-12-22,Flat Dumbbell Bench Press,Chest,30.0,12,,,,""
2015-12-22,Flat Dumbbell Bench Press,Chest,30.0,12,,,,""
2015-12-23,Rowing Machine,Cardio,,,5879.0,m,0:30:06,""
2015-12-23,Barbell Curl,Biceps,50.0,12,,,,""
2015-12-23,Barbell Curl,Biceps,50.0,12,,,,""
2015-12-23,Barbell Curl,Biceps,50.0,12,,,,""
2015-12-23,Barbell Curl,Biceps,50.0,8,,,,""
2015-12-23,Barbell Row,Back,65.0,12,,,,""
2015-12-23,Barbell Row,Back,65.0,12,,,,"Had to pause a couple times between"
2015-12-23,Barbell Row,Back,65.0,8,,,,""
2015-12-23,Barbell Row,Back,65.0,12,,,,"Couldn't finish the set so I took a rest to finish"
2015-12-23,Barbell Curl,Biceps,50.0,4,,,,"Couldn't finish the previous set, so I had to rest and then finish it"
2015-12-24,Rowing Machine,Cardio,,,3177.0,m,0:15:06,""
2015-12-24,Stair Machine,Cardio,,,442.0,m,0:15:00,""
2015-12-26,Rowing Machine,Cardio,,,3201.0,m,0:15:07,""
2015-12-26,Stair Machine,Cardio,,,263.0,m,0:15:00,""
2015-12-26,Overhead Press,Shoulders,85.0,8,,,,""
2015-12-26,Overhead Press,Shoulders,85.0,8,,,,""
2015-12-26,Overhead Press,Shoulders,85.0,9,,,,""
2015-12-26,Overhead Press,Shoulders,85.0,8,,,,""
2015-12-26,Close Grip Barbell Bench Press,Triceps,95.0,12,,,,""
2015-12-26,Close Grip Barbell Bench Press,Triceps,95.0,12,,,,""
2015-12-26,Close Grip Barbell Bench Press,Triceps,85.0,12,,,,""
2015-12-26,Close Grip Barbell Bench Press,Triceps,85.0,12,,,,""
2015-12-26,Barbell Shrug,Back,95.0,12,,,,""
2015-12-26,Barbell Shrug,Back,95.0,12,,,,""
2015-12-26,Barbell Shrug,Back,95.0,12,,,,""
2015-12-26,Barbell Shrug,Back,95.0,12,,,,""
2015-12-26,Hammer Strength Shoulder Press,Shoulders,50.0,12,,,,""
2015-12-26,Hammer Strength Shoulder Press,Shoulders,55.0,12,,,,""
2015-12-26,Hammer Strength Shoulder Press,Shoulders,50.0,11,,,,""
2015-12-26,Hammer Strength Shoulder Press,Shoulders,50.0,12,,,,""
2015-12-26,Cable Overhead Triceps Extension,Triceps,27.0,12,,,,""
2015-12-26,Cable Overhead Triceps Extension,Triceps,23.0,12,,,,""
2015-12-26,Cable Overhead Triceps Extension,Triceps,20.0,12,,,,""
2015-12-26,Cable Overhead Triceps Extension,Triceps,20.0,12,,,,""
2015-12-28,Rowing Machine,Cardio,,,2070.0,m,0:10:07,""
2015-12-28,Running (Treadmill),Cardio,,,1.01,mi,0:10:04,""
2015-12-28,Stair Machine,Cardio,,,190.0,m,0:10:00,""
2015-12-28,Deadlift,Back,86.0,5,,,,"Warm up rep to test weight"
2015-12-28,Deadlift,Back,136.0,5,,,,""
2015-12-28,Deadlift,Back,136.0,5,,,,""
2015-12-28,Deadlift,Back,156.0,5,,,,""
2015-12-28,Deadlift,Back,156.0,5,,,,""
2015-12-28,Barbell Squat,Legs,95.0,5,,,,"Front squat"
2015-12-28,Barbell Squat,Legs,95.0,5,,,,""
2015-12-28,Barbell Squat,Legs,115.0,5,,,,""
2015-12-28,Barbell Squat,Legs,135.0,5,,,,""
2015-12-28,Barbell Squat,Legs,155.0,5,,,,""
2015-12-28,Deadlift,Back,156.0,5,,,,""
2015-12-28,Barbell Squat,Legs,155.0,5,,,,""
2015-12-28,Seated Calf Raise Machine,Legs,90.0,20,,,,""
2015-12-28,Seated Calf Raise Machine,Legs,90.0,20,,,,""
2015-12-28,Seated Calf Raise Machine,Legs,90.0,20,,,,""
2015-12-28,Seated Calf Raise Machine,Legs,90.0,20,,,,"Leg day was excrutiating as always"
2015-12-30,Rowing Machine,Cardio,,,6081.0,m,0:30:00,""
2015-12-30,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2015-12-30,Flat Barbell Bench Press,Chest,165.0,5,,,,""
2015-12-30,Flat Barbell Bench Press,Chest,165.0,5,,,,""
2015-12-30,Flat Barbell Bench Press,Chest,165.0,5,,,,""
2015-12-30,Flat Barbell Bench Press,Chest,155.0,5,,,,""
2015-12-30,Seated Machine Fly,Chest,90.0,12,,,,""
2015-12-30,Seated Machine Fly,Chest,95.0,12,,,,""
2015-12-30,Seated Machine Fly,Chest,100.0,12,,,,""
2015-12-30,Seated Machine Fly,Chest,100.0,12,,,,""
2015-12-30,Flat Dumbbell Fly,Chest,35.0,12,,,,""
2015-12-30,Flat Dumbbell Fly,Chest,35.0,12,,,,"Had to pause on rep 8"
2015-12-30,Flat Dumbbell Fly,Chest,35.0,12,,,,"Had to stop at rep 9 to pause"
2015-12-30,Flat Dumbbell Fly,Chest,35.0,12,,,,"Waited wayyy too long to start this set"
2015-12-30,Flat Dumbbell Bench Press,Chest,50.0,6,,,,""
2015-12-30,Flat Dumbbell Bench Press,Chest,40.0,12,,,,""
2015-12-30,Flat Dumbbell Bench Press,Chest,40.0,8,,,,""
2015-12-30,Flat Dumbbell Bench Press,Chest,40.0,8,,,,""
2016-01-02,Rowing Machine,Cardio,,,6675.0,m,0:30:05,"Had way fewer increments of lighter stroking"
2016-01-02,Barbell Curl,Biceps,60.0,12,,,,""
2016-01-02,Barbell Curl,Biceps,60.0,12,,,,""
2016-01-02,Barbell Curl,Biceps,60.0,6,,,,""
2016-01-02,Barbell Curl,Biceps,60.0,4,,,,""
2016-01-02,Barbell Curl,Biceps,55.0,12,,,,""
2016-01-02,T-Bar Row,Back,90.0,12,,,,""
2016-01-02,T-Bar Row,Back,90.0,12,,,,"Sloppy form on the last 4"
2016-01-02,T-Bar Row,Back,90.0,8,,,,""
2016-01-02,Seated Back Extension,Back,170.0,12,,,,""
2016-01-02,Seated Back Extension,Back,170.0,12,,,,""
2016-01-02,Seated Back Extension,Back,185.0,12,,,,""
2016-01-02,Lat Pulldown,Back,125.0,12,,,,""
2016-01-02,Lat Pulldown,Back,125.0,12,,,,""
2016-01-02,Lat Pulldown,Back,125.0,12,,,,""
2016-01-02,Cable Curl,Biceps,27.5,12,,,,""
2016-01-02,Cable Curl,Biceps,27.5,12,,,,""
2016-01-02,Cable Curl,Biceps,27.5,12,,,,""
2016-01-02,Cable Curl,Biceps,27.5,12,,,,""
2016-01-02,Barbell Row,Back,65.0,12,,,,""
2016-01-02,Barbell Row,Back,85.0,12,,,,""
2016-01-02,Barbell Row,Back,85.0,12,,,,""
2016-01-02,Barbell Row,Back,85.0,12,,,,""
2016-01-02,Dumbbell Concentration Curl,Biceps,15.0,12,,,,""
2016-01-02,T-Bar Row,Back,90.0,4,,,,""
2016-01-04,Rowing Machine,Cardio,,,3313.0,m,0:15:06,""
2016-01-04,Running (Outdoor),Cardio,,,1.48,mi,0:15:00,""
2016-01-04,Overhead Press,Shoulders,95.0,8,,,,""
2016-01-04,Overhead Press,Shoulders,95.0,8,,,,""
2016-01-04,Overhead Press,Shoulders,95.0,7,,,,""
2016-01-04,Overhead Press,Shoulders,85.0,6,,,,""
2016-01-04,Close Grip Barbell Bench Press,Triceps,105.0,12,,,,""
2016-01-04,Close Grip Barbell Bench Press,Triceps,105.0,12,,,,""
2016-01-04,Close Grip Barbell Bench Press,Triceps,105.0,6,,,,""
2016-01-04,Close Grip Barbell Bench Press,Triceps,95.0,6,,,,""
2016-01-04,Barbell Shrug,Back,100.0,12,,,,""
2016-01-04,Barbell Shrug,Back,100.0,12,,,,""
2016-01-04,Barbell Shrug,Back,100.0,12,,,,""
2016-01-04,Barbell Shrug,Back,100.0,12,,,,""
2016-01-04,Hammer Strength Shoulder Press,Shoulders,60.0,12,,,,""
2016-01-04,Hammer Strength Shoulder Press,Shoulders,65.0,12,,,,""
2016-01-04,Hammer Strength Shoulder Press,Shoulders,65.0,12,,,,""
2016-01-04,Hammer Strength Shoulder Press,Shoulders,65.0,12,,,,""
2016-01-04,Cable Overhead Triceps Extension,Triceps,32.5,12,,,,""
2016-01-04,Cable Overhead Triceps Extension,Triceps,32.5,12,,,,""
2016-01-04,Cable Overhead Triceps Extension,Triceps,32.5,12,,,,""
2016-01-04,Cable Overhead Triceps Extension,Triceps,37.5,9,,,,""
2016-01-04,Lateral Dumbbell Raise,Shoulders,15.0,12,,,,""
2016-01-04,Lateral Dumbbell Raise,Shoulders,15.0,12,,,,""
2016-01-04,Lateral Dumbbell Raise,Shoulders,15.0,12,,,,""
2016-01-04,Lateral Dumbbell Raise,Shoulders,15.0,12,,,,"Really struggled do reps with the full range of motion. Don't be a half-repper!"
2016-01-04,Rope Push Down,Triceps,27.5,12,,,,""
2016-01-04,Rope Push Down,Triceps,27.5,12,,,,""
2016-01-04,Rope Push Down,Triceps,22.5,12,,,,""
2016-01-04,Rope Push Down,Triceps,22.5,12,,,,""
2016-01-04,Close Grip Barbell Bench Press,Triceps,95.0,9,,,,""
2016-01-04,Close Grip Barbell Bench Press,Triceps,95.0,5,,,,""
2016-01-04,Cable Overhead Triceps Extension,Triceps,32.5,6,,,,""
2016-01-05,Rowing Machine,Cardio,,,2175.0,m,0:10:06,""
2016-01-05,Barbell Squat,Legs,135.0,5,,,,""
2016-01-05,Barbell Squat,Legs,155.0,8,,,,""
2016-01-05,Barbell Squat,Legs,165.0,5,,,,""
2016-01-05,Barbell Squat,Legs,165.0,5,,,,""
2016-01-05,Barbell Squat,Legs,165.0,5,,,,""
2016-01-05,Deadlift,Back,135.0,5,,,,""
2016-01-05,Deadlift,Back,155.0,5,,,,""
2016-01-05,Deadlift,Back,155.0,5,,,,""
2016-01-05,Deadlift,Back,165.0,5,,,,""
2016-01-05,Deadlift,Back,165.0,5,,,,""
2016-01-05,Seated Calf Raise Machine,Legs,100.0,20,,,,""
2016-01-05,Seated Calf Raise Machine,Legs,100.0,20,,,,""
2016-01-05,Seated Calf Raise Machine,Legs,100.0,20,,,,""
2016-01-05,Seated Calf Raise Machine,Legs,100.0,20,,,,""
2016-01-05,Running (Outdoor),Cardio,,,1.2,mi,0:10:00,""
2016-01-05,Stair Machine,Cardio,,,0.82,mi,0:10:00,""
2016-01-10,Running (Outdoor),Cardio,,,1.32,mi,0:10:00,""
2016-01-10,Rowing Machine,Cardio,,,4424.0,m,0:20:06,""
2016-01-10,Flat Barbell Bench Press,Chest,135.0,8,,,,""
2016-01-10,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2016-01-10,Flat Barbell Bench Press,Chest,175.0,5,,,,""
2016-01-10,Flat Barbell Bench Press,Chest,175.0,5,,,,"Had a lot of rest on this workout and a little help from a spotter. It might be best to go only up to 180 next chest day"
2016-01-10,Flat Barbell Bench Press,Chest,175.0,4,,,,""
2016-01-10,Seated Machine Fly,Chest,105.0,12,,,,""
2016-01-10,Seated Machine Fly,Chest,105.0,12,,,,""
2016-01-10,Seated Machine Fly,Chest,105.0,12,,,,""
2016-01-10,Seated Machine Fly,Chest,105.0,12,,,,""
2016-01-10,Flat Dumbbell Fly,Chest,40.0,12,,,,""
2016-01-10,Flat Dumbbell Fly,Chest,40.0,12,,,,""
2016-01-10,Flat Dumbbell Fly,Chest,40.0,12,,,,""
2016-01-10,Flat Dumbbell Fly,Chest,40.0,12,,,,""
2016-01-10,Decline Dumbbell Bench Press,Chest,40.0,12,,,,""
2016-01-10,Decline Dumbbell Bench Press,Chest,40.0,12,,,,""
