dateOfSleep,duration,efficiency,endTime,infoCode,levels,logId,minutesAfterWakeup,minutesAsleep,minutesAwake,minutesToFallAsleep,startTime,timeInBed,type
2017-02-24,10140000,88,2017-02-24T18:37:30.000,0,"{'summary': {'restless': {'count': 8, 'minutes': 20}, 'awake': {'count': 0, 'minutes': 0}, 'asleep': {'count': 0, 'minutes': 149}}, 'data': [{'dateTime': '2017-02-24T15:48:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-24T15:49:30.000', 'level': 'asleep', 'seconds': 3300}, {'dateTime': '2017-02-24T16:44:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-24T16:45:30.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-24T16:47:30.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-24T16:50:30.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-24T16:52:30.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-24T16:55:30.000', 'level': 'asleep', 'seconds': 720}, {'dateTime': '2017-02-24T17:07:30.000', 'level': 'restless', 'seconds': 360}, {'dateTime': '2017-02-24T17:13:30.000', 'level': 'asleep', 'seconds': 2220}, {'dateTime': '2017-02-24T17:50:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-24T17:52:30.000', 'level': 'asleep', 'seconds': 2220}, {'dateTime': '2017-02-24T18:29:30.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-24T18:32:30.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-24T18:35:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-24T18:36:30.000', 'level': 'asleep', 'seconds': 60}]}",13892099296,0,149,20,0,2017-02-24T15:48:30.000,169,classic
2017-02-24,11340000,91,2017-02-24T07:40:00.000,0,"{'summary': {'restless': {'count': 8, 'minutes': 16}, 'awake': {'count': 1, 'minutes': 1}, 'asleep': {'count': 0, 'minutes': 172}}, 'data': [{'dateTime': '2017-02-24T04:30:30.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-24T04:33:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-24T04:35:30.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-24T04:37:30.000', 'level': 'restless', 'seconds': 240}, {'dateTime': '2017-02-24T04:41:30.000', 'level': 'asleep', 'seconds': 3180}, {'dateTime': '2017-02-24T05:34:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-24T05:35:30.000', 'level': 'asleep', 'seconds': 2400}, {'dateTime': '2017-02-24T06:15:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-24T06:16:30.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-24T06:17:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-24T06:18:30.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-24T06:20:30.000', 'level': 'restless', 'seconds': 240}, {'dateTime': '2017-02-24T06:24:30.000', 'level': 'asleep', 'seconds': 1680}, {'dateTime': '2017-02-24T06:52:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-24T06:54:30.000', 'level': 'asleep', 'seconds': 2100}, {'dateTime': '2017-02-24T07:29:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-24T07:30:30.000', 'level': 'asleep', 'seconds': 540}]}",13888086179,0,172,17,0,2017-02-24T04:30:30.000,189,classic
2017-02-23,24420000,95,2017-02-23T11:15:30.000,0,"{'summary': {'restless': {'count': 12, 'minutes': 18}, 'awake': {'count': 2, 'minutes': 2}, 'asleep': {'count': 0, 'minutes': 387}}, 'data': [{'dateTime': '2017-02-23T04:28:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-23T04:29:00.000', 'level': 'asleep', 'seconds': 7440}, {'dateTime': '2017-02-23T06:33:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-23T06:35:00.000', 'level': 'asleep', 'seconds': 360}, {'dateTime': '2017-02-23T06:41:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-23T06:42:00.000', 'level': 'asleep', 'seconds': 900}, {'dateTime': '2017-02-23T06:57:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-23T06:59:00.000', 'level': 'asleep', 'seconds': 7740}, {'dateTime': '2017-02-23T09:08:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-23T09:10:00.000', 'level': 'asleep', 'seconds': 720}, {'dateTime': '2017-02-23T09:22:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-23T09:23:00.000', 'level': 'asleep', 'seconds': 1200}, {'dateTime': '2017-02-23T09:43:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-23T09:45:00.000', 'level': 'asleep', 'seconds': 360}, {'dateTime': '2017-02-23T09:51:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-23T09:52:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-23T09:53:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-23T09:54:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-23T09:55:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-23T09:56:00.000', 'level': 'asleep', 'seconds': 600}, {'dateTime': '2017-02-23T10:06:00.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-23T10:09:00.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-23T10:12:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-23T10:13:00.000', 'level': 'asleep', 'seconds': 3720}]}",13879827652,0,387,20,0,2017-02-23T04:28:00.000,407,classic
2017-02-22,17040000,95,2017-02-22T08:12:00.000,0,"{'summary': {'restless': {'count': 4, 'minutes': 15}, 'awake': {'count': 0, 'minutes': 0}, 'asleep': {'count': 0, 'minutes': 269}}, 'data': [{'dateTime': '2017-02-22T03:28:00.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-22T03:31:00.000', 'level': 'restless', 'seconds': 300}, {'dateTime': '2017-02-22T03:36:00.000', 'level': 'asleep', 'seconds': 3840}, {'dateTime': '2017-02-22T04:40:00.000', 'level': 'restless', 'seconds': 300}, {'dateTime': '2017-02-22T04:45:00.000', 'level': 'asleep', 'seconds': 5760}, {'dateTime': '2017-02-22T06:21:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-22T06:23:00.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-22T06:24:00.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-22T06:27:00.000', 'level': 'asleep', 'seconds': 6300}]}",13869231392,0,269,15,0,2017-02-22T03:28:00.000,284,classic
2017-02-21,7680000,95,2017-02-21T17:51:00.000,0,"{'summary': {'restless': {'count': 5, 'minutes': 5}, 'awake': {'count': 1, 'minutes': 2}, 'asleep': {'count': 0, 'minutes': 121}}, 'data': [{'dateTime': '2017-02-21T15:43:00.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-21T15:45:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-21T15:46:00.000', 'level': 'asleep', 'seconds': 1140}, {'dateTime': '2017-02-21T16:05:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-21T16:06:00.000', 'level': 'asleep', 'seconds': 1440}, {'dateTime': '2017-02-21T16:30:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-21T16:31:00.000', 'level': 'asleep', 'seconds': 300}, {'dateTime': '2017-02-21T16:36:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-21T16:37:00.000', 'level': 'asleep', 'seconds': 4320}, {'dateTime': '2017-02-21T17:49:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-21T17:50:00.000', 'level': 'asleep', 'seconds': 60}]}",13863315668,0,121,7,0,2017-02-21T15:43:00.000,128,classic
2017-02-20,8160000,93,2017-02-20T23:35:30.000,0,"{'summary': {'restless': {'count': 4, 'minutes': 7}, 'awake': {'count': 1, 'minutes': 2}, 'asleep': {'count': 0, 'minutes': 127}}, 'data': [{'dateTime': '2017-02-20T21:19:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-20T21:20:00.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-20T21:22:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-20T21:24:00.000', 'level': 'asleep', 'seconds': 3540}, {'dateTime': '2017-02-20T22:23:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-20T22:25:00.000', 'level': 'asleep', 'seconds': 4020}, {'dateTime': '2017-02-20T23:32:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-20T23:34:00.000', 'level': 'asleep', 'seconds': 60}]}",13855370079,0,127,9,0,2017-02-20T21:19:00.000,136,classic
2017-02-20,27240000,95,2017-02-20T11:21:00.000,0,"{'summary': {'restless': {'count': 8, 'minutes': 17}, 'awake': {'count': 4, 'minutes': 5}, 'asleep': {'count': 0, 'minutes': 432}}, 'data': [{'dateTime': '2017-02-20T03:47:00.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-20T03:49:00.000', 'level': 'asleep', 'seconds': 3720}, {'dateTime': '2017-02-20T04:51:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-20T04:52:00.000', 'level': 'asleep', 'seconds': 4320}, {'dateTime': '2017-02-20T06:04:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-20T06:05:00.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-20T06:06:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-20T06:07:00.000', 'level': 'asleep', 'seconds': 480}, {'dateTime': '2017-02-20T06:15:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-20T06:17:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-20T06:18:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-20T06:20:00.000', 'level': 'asleep', 'seconds': 6540}, {'dateTime': '2017-02-20T08:09:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-20T08:10:00.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-20T08:13:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-20T08:14:00.000', 'level': 'asleep', 'seconds': 4620}, {'dateTime': '2017-02-20T09:31:00.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-20T09:34:00.000', 'level': 'asleep', 'seconds': 2220}, {'dateTime': '2017-02-20T10:11:00.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-20T10:14:00.000', 'level': 'asleep', 'seconds': 2280}, {'dateTime': '2017-02-20T10:52:00.000', 'level': 'restless', 'seconds': 240}, {'dateTime': '2017-02-20T10:56:00.000', 'level': 'asleep', 'seconds': 1500}]}",13849566767,0,432,22,0,2017-02-20T03:47:00.000,454,classic
2017-02-19,29700000,92,2017-02-19T11:29:30.000,0,"{'summary': {'restless': {'count': 26, 'minutes': 37}, 'awake': {'count': 2, 'minutes': 4}, 'asleep': {'count': 0, 'minutes': 454}}, 'data': [{'dateTime': '2017-02-19T03:14:00.000', 'level': 'awake', 'seconds': 180}, {'dateTime': '2017-02-19T03:17:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-19T03:19:00.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-19T03:20:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T03:21:00.000', 'level': 'asleep', 'seconds': 3480}, {'dateTime': '2017-02-19T04:19:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T04:20:00.000', 'level': 'asleep', 'seconds': 720}, {'dateTime': '2017-02-19T04:32:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T04:33:00.000', 'level': 'asleep', 'seconds': 2760}, {'dateTime': '2017-02-19T05:19:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T05:20:00.000', 'level': 'asleep', 'seconds': 840}, {'dateTime': '2017-02-19T05:34:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T05:35:00.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-19T05:36:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T05:37:00.000', 'level': 'asleep', 'seconds': 2280}, {'dateTime': '2017-02-19T06:15:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T06:16:00.000', 'level': 'asleep', 'seconds': 840}, {'dateTime': '2017-02-19T06:30:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T06:31:00.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-19T06:33:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T06:34:00.000', 'level': 'asleep', 'seconds': 660}, {'dateTime': '2017-02-19T06:45:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T06:46:00.000', 'level': 'asleep', 'seconds': 780}, {'dateTime': '2017-02-19T06:59:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T07:00:00.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-19T07:01:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T07:02:00.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-19T07:04:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T07:05:00.000', 'level': 'asleep', 'seconds': 540}, {'dateTime': '2017-02-19T07:14:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-19T07:16:00.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-19T07:17:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T07:18:00.000', 'level': 'asleep', 'seconds': 1080}, {'dateTime': '2017-02-19T07:36:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-19T07:38:00.000', 'level': 'asleep', 'seconds': 660}, {'dateTime': '2017-02-19T07:49:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T07:50:00.000', 'level': 'asleep', 'seconds': 1020}, {'dateTime': '2017-02-19T08:07:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-19T08:09:00.000', 'level': 'asleep', 'seconds': 660}, {'dateTime': '2017-02-19T08:20:00.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-19T08:23:00.000', 'level': 'asleep', 'seconds': 1860}, {'dateTime': '2017-02-19T08:54:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T08:55:00.000', 'level': 'asleep', 'seconds': 540}, {'dateTime': '2017-02-19T09:04:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-19T09:06:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-19T09:07:00.000', 'level': 'asleep', 'seconds': 6000}, {'dateTime': '2017-02-19T10:47:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-19T10:49:00.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-19T10:50:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T10:51:00.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-19T10:54:00.000', 'level': 'restless', 'seconds': 240}, {'dateTime': '2017-02-19T10:58:00.000', 'level': 'asleep', 'seconds': 840}, {'dateTime': '2017-02-19T11:12:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-19T11:13:00.000', 'level': 'asleep', 'seconds': 960}]}",13840197252,0,454,41,0,2017-02-19T03:14:00.000,495,classic
2017-02-18,21660000,93,2017-02-18T15:21:30.000,0,"{'summary': {'restless': {'count': 17, 'minutes': 22}, 'awake': {'count': 2, 'minutes': 3}, 'asleep': {'count': 0, 'minutes': 336}}, 'data': [{'dateTime': '2017-02-18T09:20:30.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-18T09:22:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-18T09:24:30.000', 'level': 'asleep', 'seconds': 2940}, {'dateTime': '2017-02-18T10:13:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T10:14:30.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-18T10:16:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T10:17:30.000', 'level': 'asleep', 'seconds': 240}, {'dateTime': '2017-02-18T10:21:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T10:22:30.000', 'level': 'asleep', 'seconds': 3660}, {'dateTime': '2017-02-18T11:23:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T11:24:30.000', 'level': 'asleep', 'seconds': 600}, {'dateTime': '2017-02-18T11:34:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-18T11:36:30.000', 'level': 'asleep', 'seconds': 660}, {'dateTime': '2017-02-18T11:47:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-18T11:49:30.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-18T11:50:30.000', 'level': 'asleep', 'seconds': 1800}, {'dateTime': '2017-02-18T12:20:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T12:21:30.000', 'level': 'asleep', 'seconds': 1440}, {'dateTime': '2017-02-18T12:45:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-18T12:47:30.000', 'level': 'asleep', 'seconds': 660}, {'dateTime': '2017-02-18T12:58:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T12:59:30.000', 'level': 'asleep', 'seconds': 780}, {'dateTime': '2017-02-18T13:12:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-18T13:14:30.000', 'level': 'asleep', 'seconds': 2100}, {'dateTime': '2017-02-18T13:49:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T13:50:30.000', 'level': 'asleep', 'seconds': 960}, {'dateTime': '2017-02-18T14:06:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T14:07:30.000', 'level': 'asleep', 'seconds': 2040}, {'dateTime': '2017-02-18T14:41:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T14:42:30.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-18T14:44:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T14:45:30.000', 'level': 'asleep', 'seconds': 480}, {'dateTime': '2017-02-18T14:53:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T14:54:30.000', 'level': 'asleep', 'seconds': 1260}, {'dateTime': '2017-02-18T15:15:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-18T15:16:30.000', 'level': 'asleep', 'seconds': 300}]}",13832323130,0,336,25,0,2017-02-18T09:20:30.000,361,classic
2017-02-17,21060000,90,2017-02-17T10:51:30.000,0,"{'summary': {'restless': {'count': 13, 'minutes': 31}, 'awake': {'count': 3, 'minutes': 5}, 'asleep': {'count': 0, 'minutes': 315}}, 'data': [{'dateTime': '2017-02-17T05:00:00.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-17T05:02:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-17T05:03:00.000', 'level': 'asleep', 'seconds': 5820}, {'dateTime': '2017-02-17T06:40:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-17T06:41:00.000', 'level': 'asleep', 'seconds': 1080}, {'dateTime': '2017-02-17T06:59:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-17T07:01:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-17T07:02:00.000', 'level': 'asleep', 'seconds': 3840}, {'dateTime': '2017-02-17T08:06:00.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-17T08:09:00.000', 'level': 'asleep', 'seconds': 420}, {'dateTime': '2017-02-17T08:16:00.000', 'level': 'restless', 'seconds': 240}, {'dateTime': '2017-02-17T08:20:00.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-17T08:22:00.000', 'level': 'asleep', 'seconds': 900}, {'dateTime': '2017-02-17T08:37:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-17T08:38:00.000', 'level': 'asleep', 'seconds': 1380}, {'dateTime': '2017-02-17T09:01:00.000', 'level': 'restless', 'seconds': 300}, {'dateTime': '2017-02-17T09:06:00.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-17T09:09:00.000', 'level': 'restless', 'seconds': 480}, {'dateTime': '2017-02-17T09:17:00.000', 'level': 'asleep', 'seconds': 1140}, {'dateTime': '2017-02-17T09:36:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-17T09:37:00.000', 'level': 'asleep', 'seconds': 180}, {'dateTime': '2017-02-17T09:40:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-17T09:41:00.000', 'level': 'asleep', 'seconds': 360}, {'dateTime': '2017-02-17T09:47:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-17T09:48:00.000', 'level': 'asleep', 'seconds': 1260}, {'dateTime': '2017-02-17T10:09:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-17T10:11:00.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-17T10:13:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-17T10:14:00.000', 'level': 'asleep', 'seconds': 2220}]}",13819125474,0,315,36,0,2017-02-17T05:00:00.000,351,classic
2017-02-16,15060000,98,2017-02-16T08:39:00.000,0,"{'summary': {'restless': {'count': 2, 'minutes': 3}, 'awake': {'count': 1, 'minutes': 1}, 'asleep': {'count': 0, 'minutes': 247}}, 'data': [{'dateTime': '2017-02-16T04:28:00.000', 'level': 'asleep', 'seconds': 9300}, {'dateTime': '2017-02-16T07:03:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-16T07:04:00.000', 'level': 'asleep', 'seconds': 900}, {'dateTime': '2017-02-16T07:19:00.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-16T07:21:00.000', 'level': 'asleep', 'seconds': 3060}, {'dateTime': '2017-02-16T08:12:00.000', 'level': 'awake', 'seconds': 60}, {'dateTime': '2017-02-16T08:13:00.000', 'level': 'asleep', 'seconds': 1560}]}",13808466538,0,247,4,0,2017-02-16T04:28:00.000,251,classic
2017-02-15,15420000,96,2017-02-15T23:11:00.000,0,"{'summary': {'restless': {'count': 5, 'minutes': 9}, 'awake': {'count': 0, 'minutes': 0}, 'asleep': {'count': 0, 'minutes': 248}}, 'data': [{'dateTime': '2017-02-15T18:53:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-15T18:55:30.000', 'level': 'asleep', 'seconds': 660}, {'dateTime': '2017-02-15T19:06:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-15T19:07:30.000', 'level': 'asleep', 'seconds': 9360}, {'dateTime': '2017-02-15T21:43:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-15T21:45:30.000', 'level': 'asleep', 'seconds': 60}, {'dateTime': '2017-02-15T21:46:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-15T21:47:30.000', 'level': 'asleep', 'seconds': 3840}, {'dateTime': '2017-02-15T22:51:30.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-15T22:54:30.000', 'level': 'asleep', 'seconds': 960}]}",13803586908,0,248,9,0,2017-02-15T18:53:30.000,257,classic
2017-02-15,14400000,93,2017-02-15T09:17:00.000,0,"{'summary': {'restless': {'count': 9, 'minutes': 15}, 'awake': {'count': 1, 'minutes': 2}, 'asleep': {'count': 0, 'minutes': 223}}, 'data': [{'dateTime': '2017-02-15T05:16:30.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-15T05:19:30.000', 'level': 'asleep', 'seconds': 3840}, {'dateTime': '2017-02-15T06:23:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-15T06:24:30.000', 'level': 'asleep', 'seconds': 1020}, {'dateTime': '2017-02-15T06:41:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-15T06:42:30.000', 'level': 'asleep', 'seconds': 120}, {'dateTime': '2017-02-15T06:44:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-15T06:46:30.000', 'level': 'asleep', 'seconds': 4560}, {'dateTime': '2017-02-15T08:02:30.000', 'level': 'restless', 'seconds': 180}, {'dateTime': '2017-02-15T08:05:30.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-15T08:07:30.000', 'level': 'asleep', 'seconds': 1560}, {'dateTime': '2017-02-15T08:33:30.000', 'level': 'restless', 'seconds': 120}, {'dateTime': '2017-02-15T08:35:30.000', 'level': 'asleep', 'seconds': 600}, {'dateTime': '2017-02-15T08:45:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-15T08:46:30.000', 'level': 'asleep', 'seconds': 1200}, {'dateTime': '2017-02-15T09:06:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-15T09:07:30.000', 'level': 'asleep', 'seconds': 360}, {'dateTime': '2017-02-15T09:13:30.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-15T09:14:30.000', 'level': 'asleep', 'seconds': 120}]}",13798600988,0,223,17,0,2017-02-15T05:16:30.000,240,classic
2017-02-14,14580000,96,2017-02-14T09:01:30.000,0,"{'summary': {'restless': {'count': 5, 'minutes': 11}, 'awake': {'count': 1, 'minutes': 2}, 'asleep': {'count': 0, 'minutes': 230}}, 'data': [{'dateTime': '2017-02-14T04:58:00.000', 'level': 'awake', 'seconds': 120}, {'dateTime': '2017-02-14T05:00:00.000', 'level': 'asleep', 'seconds': 3720}, {'dateTime': '2017-02-14T06:02:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-14T06:03:00.000', 'level': 'asleep', 'seconds': 5100}, {'dateTime': '2017-02-14T07:28:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-14T07:29:00.000', 'level': 'asleep', 'seconds': 420}, {'dateTime': '2017-02-14T07:36:00.000', 'level': 'restless', 'seconds': 60}, {'dateTime': '2017-02-14T07:37:00.000', 'level': 'asleep', 'seconds': 3000}, {'dateTime': '2017-02-14T08:27:00.000', 'level': 'restless', 'seconds': 240}, {'dateTime': '2017-02-14T08:31:00.000', 'level': 'asleep', 'seconds': 1560}, {'dateTime': '2017-02-14T08:57:00.000', 'level': 'restless', 'seconds': 240}]}",13787584975,4,230,9,0,2017-02-14T04:58:00.000,243,classic
