activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,distance,distanceUnit,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
1588000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 5, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",Walk,90013,113,222,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-08/2019-01-08/1min/time/18:10/18:36.json,,,1588000,50.0,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-08/2019-01-08/1sec/time/18:10:00/18:36:28.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 26, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-08T23:45:10.000Z,19099995887,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1588000,2019-01-08T18:10:00.000-05:00,,2019-01-08T18:10:00.000-05:00,2291,https://api.fitbit.com/1/user/-/activities/19099995887.tcx
1801000,"[{'minutes': 8, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 10, 'name': 'very'}]",Walk,90013,108,188,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-09/2019-01-09/1min/time/18:38/19:08.json,,,1801000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-09/2019-01-09/1sec/time/18:38:36/19:08:37.json,"[{'max': 98, 'min': 30, 'minutes': 5, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 16, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-10T00:21:15.000Z,19122983695,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1801000,2019-01-09T18:38:36.000-05:00,,2019-01-09T18:38:36.000-05:00,1950,https://api.fitbit.com/1/user/-/activities/19122983695.tcx
1435000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 2, 'name': 'fairly'}, {'minutes': 19, 'name': 'very'}]",Walk,90013,116,202,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-09/2019-01-09/1min/time/21:13/21:37.json,,,1435000,90.0,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-09/2019-01-09/1sec/time/21:13:13/21:37:08.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 23, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-10T02:45:30.000Z,19124806953,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1435000,2019-01-09T21:13:13.000-05:00,,2019-01-09T21:13:13.000-05:00,2232,https://api.fitbit.com/1/user/-/activities/19124806953.tcx
4207000,"[{'minutes': 10, 'name': 'sedentary'}, {'minutes': 9, 'name': 'lightly'}, {'minutes': 30, 'name': 'fairly'}, {'minutes': 21, 'name': 'very'}]",Weights,2131,116,457,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-11/2019-01-11/1min/time/19:15/20:25.json,0.242267,Mile,4209000,47.001312,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-11/2019-01-11/1sec/time/19:15:00/20:25:09.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 70, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-12T01:36:19.000Z,19163123100,tracker,"{'calories': False, 'distance': False, 'steps': False}",4209000,2019-01-11T19:15:00.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2019-01-11T19:15:00.000-05:00,687,https://api.fitbit.com/1/user/-/activities/19163123100.tcx
2047000,"[{'minutes': 6, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",Walk,90013,99,232,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-12/2019-01-12/1min/time/12:46/13:20.json,,,2047000,58.999344,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-12/2019-01-12/1sec/time/12:46:51/13:20:58.json,"[{'max': 98, 'min': 30, 'minutes': 14, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 20, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-12T18:29:14.000Z,19183730084,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",2047000,2019-01-12T12:46:51.000-05:00,,2019-01-12T12:46:51.000-05:00,2471,https://api.fitbit.com/1/user/-/activities/19183730084.tcx
1433000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 5, 'name': 'lightly'}, {'minutes': 10, 'name': 'fairly'}, {'minutes': 9, 'name': 'very'}]",Walk,90013,101,179,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-13/2019-01-13/1min/time/19:50/20:14.json,,,1433000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-13/2019-01-13/1sec/time/19:50:28/20:14:21.json,"[{'max': 98, 'min': 30, 'minutes': 9, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 15, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-14T01:22:34.000Z,19206412550,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1433000,2019-01-13T19:50:28.000-05:00,,2019-01-13T19:50:28.000-05:00,1766,https://api.fitbit.com/1/user/-/activities/19206412550.tcx
4986000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 4, 'name': 'lightly'}, {'minutes': 26, 'name': 'fairly'}, {'minutes': 52, 'name': 'very'}]",Weights,2131,127,730,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-15/2019-01-15/1min/time/8:21/9:44.json,0.863754,Mile,4988000,102.001312,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-15/2019-01-15/1sec/time/08:21:13/09:44:21.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 69, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 12, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 2, 'name': 'Peak'}]",2019-01-15T14:45:34.000Z,19232308936,tracker,"{'calories': False, 'distance': False, 'steps': False}",4988000,2019-01-15T08:21:13.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2019-01-15T08:21:13.000-05:00,2031,https://api.fitbit.com/1/user/-/activities/19232308936.tcx
1689000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 3, 'name': 'lightly'}, {'minutes': 7, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",Walk,90013,106,234,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-17/2019-01-17/1min/time/18:12/18:41.json,,,1689000,80.0,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-17/2019-01-17/1sec/time/18:12:58/18:41:07.json,"[{'max': 98, 'min': 30, 'minutes': 6, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 23, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-18T15:39:28.000Z,19313104888,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1689000,2019-01-17T18:12:58.000-05:00,,2019-01-17T18:12:58.000-05:00,2463,https://api.fitbit.com/1/user/-/activities/19313104888.tcx
1741000,"[{'minutes': 3, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",Walk,90013,109,219,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-18/2019-01-18/1min/time/22:24/22:53.json,,,1741000,50.0,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-18/2019-01-18/1sec/time/22:24:19/22:53:20.json,"[{'max': 98, 'min': 30, 'minutes': 6, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 22, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 1, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-19T14:48:05.000Z,19331958357,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1741000,2019-01-18T22:24:19.000-05:00,,2019-01-18T22:24:19.000-05:00,1903,https://api.fitbit.com/1/user/-/activities/19331958357.tcx
7294000,"[{'minutes': 24, 'name': 'sedentary'}, {'minutes': 29, 'name': 'lightly'}, {'minutes': 44, 'name': 'fairly'}, {'minutes': 24, 'name': 'very'}]",Weights,2131,112,748,https://api.fitbit.com/1/user/-/activities/calories/date/2019-01-19/2019-01-19/1min/time/14:12/16:14.json,0.978626,Mile,7304000,88.999344,https://api.fitbit.com/1/user/-/activities/heart/date/2019-01-19/2019-01-19/1sec/time/14:12:22/16:14:06.json,"[{'max': 98, 'min': 30, 'minutes': 9, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 108, 'name': 'Fat Burn'}, {'max': 166, 'min': 137, 'minutes': 5, 'name': 'Cardio'}, {'max': 220, 'min': 166, 'minutes': 0, 'name': 'Peak'}]",2019-01-19T21:29:41.000Z,19334246281,tracker,"{'calories': False, 'distance': False, 'steps': False}",7304000,2019-01-19T14:12:22.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2019-01-19T14:12:22.000-05:00,2544,https://api.fitbit.com/1/user/-/activities/19334246281.tcx
