id,date,weekday,last_workout_date,last_category_date,category,primary_lift,volume,mean_reps,completion_rate,age
190,2016-10-31,Monday,2 days 00:00:00.000000000,67 days 00:00:00.000000000,Back,Dumbbell Row,1629.0,7.375,1.0,21
191,2016-11-04,Friday,4 days 00:00:00.000000000,6 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,1.0,21
192,2016-11-05,Saturday,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Legs,Barbell Squat,3341.0,3.8,1.0,21
193,2016-11-11,Friday,6 days 00:00:00.000000000,11 days 00:00:00.000000000,Back,Undefined Ab Workout,28.0,7.0,1.0,21
194,2016-11-14,Monday,3 days 00:00:00.000000000,10 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,21
195,2016-11-18,Friday,4 days 00:00:00.000000000,4 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,21
196,2016-11-21,Monday,3 days 00:00:00.000000000,612 days 00:00:00.000000000,Cooldown,Cooldown And Stretch,1.0,1.0,1.0,21
197,2016-11-28,Monday,7 days 00:00:00.000000000,17 days 00:00:00.000000000,Back,Lat Pulldown,2920.0,10.0,1.0,21
198,2016-12-03,Saturday,5 days 00:00:00.000000000,5 days 00:00:00.000000000,Back,Seated Cable Row Squeezes,3751.0,9.1,1.0,21
199,2016-12-06,Tuesday,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Back,Straight Shoulder Retractiom On Swiss Ball,182.0,8.714285714285714,0.5714285714285714,21
200,2016-12-08,Thursday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Lat Pulldown,3428.0,9.857142857142858,1.0,21
201,2016-12-11,Sunday,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Back,Seated Cable Row Squeezes,4352.0,8.363636363636363,1.0,21
202,2016-12-13,Tuesday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Straight Shoulder Retractiom On Swiss Ball,182.0,8.714285714285714,0.5714285714285714,21
203,2016-12-17,Saturday,4 days 00:00:00.000000000,4 days 00:00:00.000000000,Back,Lat Pulldown,3534.0,10.357142857142858,0.9285714285714286,21
204,2016-12-28,Wednesday,11 days 00:00:00.000000000,11 days 00:00:00.000000000,Back,Straight Shoulder Retractiom On Swiss Ball,301.0,9.307692307692308,0.5384615384615384,21
205,2016-12-30,Friday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Seated Cable Row Squeezes,4876.0,9.1,1.0,21
206,2017-01-02,Monday,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Back,Lat Pulldown,3763.0,11.384615384615385,1.0,22
207,2017-01-04,Wednesday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Straight Shoulder Retractiom On Swiss Ball,351.0,9.307692307692308,0.5384615384615384,22
208,2017-01-23,Monday,19 days 00:00:00.000000000,93 days 00:00:00.000000000,Chest,Flat Dumbbell Bench Press,4790.0,9.0,1.0,22
209,2017-01-25,Wednesday,2 days 00:00:00.000000000,116 days 00:00:00.000000000,Forearms,Reverse Cable Curl,2615.0,6.421052631578948,1.0,22
210,2017-01-28,Saturday,3 days 00:00:00.000000000,71 days 00:00:00.000000000,Abs,Oblique Curls,5520.0,8.666666666666666,1.0,22
211,2017-01-30,Monday,2 days 00:00:00.000000000,26 days 00:00:00.000000000,Back,Dumbbell Row,6022.0,8.666666666666666,1.0,22
212,2017-02-02,Thursday,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Back,Dumbbell Hammer Curl,1980.0,6.125,1.0,22
213,2017-02-04,Saturday,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Oblique Curls,5505.0,8.25,1.0,22
214,2017-02-06,Monday,2 days 00:00:00.000000000,4 days 00:00:00.000000000,Back,Dumbbell Row,6510.0,8.133333333333333,1.0,22
215,2017-02-09,Thursday,3 days 00:00:00.000000000,3 days 00:00:00.000000000,Back,Lat Pulldown,7735.0,7.076923076923077,1.0,22
216,2017-02-11,Saturday,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Oblique Curls,6090.0,8.5,1.0,22
217,2017-02-14,Tuesday,3 days 00:00:00.000000000,22 days 00:00:00.000000000,Chest,Flat Dumbbell Bench Press,5220.0,12.0,1.0,22
218,2017-02-20,Monday,6 days 00:00:00.000000000,11 days 00:00:00.000000000,Back,Lat Pulldown,6344.0,10.461538461538462,1.0,22
219,2017-02-25,Saturday,5 days 00:00:00.000000000,14 days 00:00:00.000000000,Abs,Oblique Curls,4440.0,9.142857142857142,1.0,22
220,2017-03-01,Wednesday,4 days 00:00:00.000000000,9 days 00:00:00.000000000,Back,Dumbbell Row,6526.0,7.714285714285714,1.0,22
221,2017-03-07,Tuesday,6 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Lat Pulldown,7736.0,6.851851851851852,1.0,22
222,2017-03-13,Monday,6 days 00:00:00.000000000,16 days 00:00:00.000000000,Abs,Oblique Curls,6821.0,8.357142857142858,1.0,22
223,2017-03-15,Wednesday,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Dumbbell Row,4626.0,8.909090909090908,1.0,22
224,2017-03-17,Friday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Lat Pulldown,7451.0,6.793103448275862,1.0,22
225,2017-03-20,Monday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Oblique Curls,4081.0,6.777777777777778,1.0,22
226,2017-03-22,Wednesday,2 days 00:00:00.000000000,36 days 00:00:00.000000000,Chest,Flat Dumbbell Bench Press,8001.0,7.588235294117647,1.0,22
227,2017-03-24,Friday,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Lat Pulldown,8351.0,7.137931034482759,1.0,22
228,2017-04-03,Monday,10 days 00:00:00.000000000,149 days 00:00:00.000000000,Legs,Dumbbell Calf Raise,23045.0,8.833333333333334,1.0,22
229,2017-04-07,Friday,4 days 00:00:00.000000000,16 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,9120.0,7.3,0.6,22
230,2017-04-09,Sunday,2 days 00:00:00.000000000,16 days 00:00:00.000000000,Back,Decline Dumbbell Curls,2465.0,6.190476190476191,1.0,22
231,2017-04-14,Friday,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,10525.0,6.6,1.0,22
232,2017-04-19,Wednesday,5 days 00:00:00.000000000,177 days 00:00:00.000000000,Shoulders,Decline Dumbbell Curls,2806.0,6.666666666666667,1.0,22
233,2017-04-22,Saturday,3 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,5630.0,4.285714285714286,1.0,22
234,2017-04-29,Saturday,7 days 00:00:00.000000000,20 days 00:00:00.000000000,Back,Lat Pulldown Pronated,6221.0,6.7,1.0,22
235,2017-05-01,Monday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Flat Barbell Bench Press,19596.0,6.791666666666667,1.0,22
236,2017-05-07,Sunday,6 days 00:00:00.000000000,48 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,22
237,2017-05-09,Tuesday,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Lat Pulldown Pronated,6456.0,6.809523809523809,1.0,22
238,2017-05-13,Saturday,4 days 00:00:00.000000000,4 days 00:00:00.000000000,Back,Flat Barbell Bench Press,21135.0,8.208333333333334,1.0,22
239,2017-05-18,Thursday,5 days 00:00:00.000000000,5 days 00:00:00.000000000,Back,Lat Pulldown Pronated,6950.0,7.65,1.0,22
240,2017-05-20,Saturday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Flat Barbell Bench Press,12490.0,5.923076923076923,0.9230769230769231,22
241,2017-05-31,Wednesday,11 days 00:00:00.000000000,39 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,12741.0,6.7368421052631575,1.0,22
242,2017-06-02,Friday,2 days 00:00:00.000000000,13 days 00:00:00.000000000,Back,Lat Pulldown Pronated,7311.0,7.7,1.0,22
243,2017-06-06,Tuesday,4 days 00:00:00.000000000,30 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,22
244,2017-06-15,Thursday,9 days 00:00:00.000000000,73 days 00:00:00.000000000,Legs,Seated Calf Raise Machine,9000.0,16.833333333333332,0.8333333333333334,22
245,2017-06-16,Friday,1 days 00:00:00.000000000,207 days 00:00:00.000000000,Cooldown,Cooldown And Stretch,1.0,1.0,0.5,22
246,2017-06-17,Saturday,1 days 00:00:00.000000000,17 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11836.0,6.0,1.0,22
247,2017-06-19,Monday,2 days 00:00:00.000000000,17 days 00:00:00.000000000,Back,Lat Pulldown Pronated,7590.0,7.526315789473684,1.0,22
248,2017-06-28,Wednesday,9 days 00:00:00.000000000,11 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,9440.0,6.181818181818182,1.0,22
249,2017-06-30,Friday,2 days 00:00:00.000000000,11 days 00:00:00.000000000,Back,Lat Pulldown Pronated,7166.0,7.388888888888889,1.0,22
250,2017-07-07,Friday,7 days 00:00:00.000000000,9 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11230.0,5.785714285714286,0.9285714285714286,22
251,2017-07-10,Monday,3 days 00:00:00.000000000,82 days 00:00:00.000000000,Shoulders,Chin Up,3121.0,7.266666666666667,0.9333333333333333,22
252,2017-07-17,Monday,7 days 00:00:00.000000000,10 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11520.0,5.785714285714286,0.9285714285714286,22
253,2017-07-24,Monday,7 days 00:00:00.000000000,24 days 00:00:00.000000000,Back,Lat Pulldown Pronated,7636.0,7.444444444444445,1.0,22
254,2017-07-26,Wednesday,2 days 00:00:00.000000000,9 days 00:00:00.000000000,Chest,Seated Machine Fly,16620.0,12.0,1.0,22
255,2017-08-01,Tuesday,6 days 00:00:00.000000000,22 days 00:00:00.000000000,Shoulders,Pull Up,2965.0,7.235294117647059,0.9411764705882353,22
256,2017-08-04,Friday,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11865.0,5.714285714285714,1.0,22
257,2017-08-07,Monday,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Shoulders,Pull Up,3437.5,7.823529411764706,1.0,22
258,2017-08-09,Wednesday,2 days 00:00:00.000000000,5 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11620.0,4.875,0.9375,22
259,2017-08-14,Monday,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Shoulders,Pull Up,3500.0,8.0,1.0,22
260,2017-08-17,Thursday,3 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,20990.0,8.75,1.0,22
261,2017-09-11,Monday,25 days 00:00:00.000000000,49 days 00:00:00.000000000,Back,Flat Barbell Bench Press,13710.0,6.571428571428571,1.0,22
262,2017-09-13,Wednesday,2 days 00:00:00.000000000,30 days 00:00:00.000000000,Shoulders,Pull Up,2635.0,8.23076923076923,1.0,22
263,2017-09-14,Thursday,1 days 00:00:00.000000000,91 days 00:00:00.000000000,Legs,One-Legged Dumbbell Deadlift,1640.0,8.0,1.0,22
264,2017-09-18,Monday,4 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Flat Barbell Bench Press,13710.0,6.769230769230769,1.0,22
265,2017-09-20,Wednesday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Back,Pull Up,2761.0,7.714285714285714,1.0,22
266,2017-09-25,Monday,5 days 00:00:00.000000000,111 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,22
267,2017-09-27,Wednesday,2 days 00:00:00.000000000,13 days 00:00:00.000000000,Legs,One-Legged Dumbbell Deadlift,2449.0,7.461538461538462,1.0,22
268,2017-09-28,Thursday,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Pull Up,2780.0,5.533333333333333,1.0,22
269,2017-09-29,Friday,1 days 00:00:00.000000000,1 days 00:00:00.000000000,Back,Flat Barbell Bench Press,15310.0,7.222222222222222,1.0,22
270,2017-10-02,Monday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,1.0,22
271,2017-10-04,Wednesday,2 days 00:00:00.000000000,21 days 00:00:00.000000000,Shoulders,Pull Up,3230.0,6.5,0.9285714285714286,22
272,2017-10-05,Thursday,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Legs,One-Legged Dumbbell Deadlift,2128.0,8.0,1.0,22
273,2017-10-06,Friday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Flat Barbell Bench Press,11896.0,5.285714285714286,1.0,22
274,2017-10-09,Monday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,1.0,22
275,2017-10-11,Wednesday,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Shoulders,Pull Up,3755.0,6.857142857142857,0.9285714285714286,22
276,2017-10-12,Thursday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Legs,One-Legged Dumbbell Deadlift,2850.0,7.615384615384615,0.9230769230769231,22
277,2017-10-13,Friday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Flat Barbell Bench Press,15360.0,6.5,1.0,22
278,2017-10-16,Monday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,22
279,2017-10-18,Wednesday,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Shoulders,Pull Up,4056.0,6.857142857142857,1.0,22
280,2017-10-19,Thursday,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Deadlift,9145.0,6.3076923076923075,0.9230769230769231,22
281,2017-10-20,Friday,1 days 00:00:00.000000000,1 days 00:00:00.000000000,Back,Lat Pulldown Pronated,13416.0,4.4375,1.0,22
282,2017-10-25,Wednesday,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Shoulders,Pull Up,3920.0,6.846153846153846,0.9230769230769231,22
283,2017-10-26,Thursday,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Lat Pulldown Pronated,13996.0,4.0588235294117645,1.0,22
284,2017-10-30,Monday,4 days 00:00:00.000000000,14 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,1.0,22
285,2017-11-03,Friday,4 days 00:00:00.000000000,78 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,3505.0,3.8,1.0,22
286,2017-11-06,Monday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,1.0,22
287,2017-11-08,Wednesday,2 days 00:00:00.000000000,14 days 00:00:00.000000000,Shoulders,Pull Up,4526.0,6.785714285714286,1.0,22
288,2017-11-10,Friday,2 days 00:00:00.000000000,15 days 00:00:00.000000000,Back,Lat Pulldown Pronated,12416.0,4.846153846153846,1.0,22
289,2017-11-13,Monday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,22
290,2017-11-16,Thursday,3 days 00:00:00.000000000,8 days 00:00:00.000000000,Shoulders,Pull Up,2730.0,6.777777777777778,0.8888888888888888,22
291,2017-11-17,Friday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Lat Pulldown Pronated,12415.0,5.166666666666667,1.0,22
292,2017-11-29,Wednesday,12 days 00:00:00.000000000,26 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,5380.0,5.5,1.0,22
293,2017-12-08,Friday,9 days 00:00:00.000000000,21 days 00:00:00.000000000,Back,Flat Barbell Bench Press,16736.0,5.75,1.0,22
294,2017-12-11,Monday,3 days 00:00:00.000000000,178 days 00:00:00.000000000,Cooldown,Cooldown And Stretch,1.0,1.0,1.0,22
295,2017-12-19,Tuesday,8 days 00:00:00.000000000,11 days 00:00:00.000000000,Back,Flat Barbell Bench Press,15451.0,7.166666666666667,1.0,22
296,2017-12-20,Wednesday,1 days 00:00:00.000000000,1 days 00:00:00.000000000,Back,Flat Barbell Bench Press,15916.0,6.6923076923076925,1.0,22
297,2017-12-21,Thursday,1 days 00:00:00.000000000,38 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,22
298,2017-12-27,Wednesday,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Lat Pulldown Pronated,11086.0,5.0,1.0,22
299,2017-12-28,Thursday,1 days 00:00:00.000000000,42 days 00:00:00.000000000,Shoulders,Incline Dumbbell Press Yoga Ball,3166.0,9.692307692307692,1.0,22
300,2018-01-01,Monday,4 days 00:00:00.000000000,81 days 00:00:00.000000000,Legs,Leg Press,14500.0,9.181818181818182,0.9090909090909091,23
301,2018-01-03,Wednesday,2 days 00:00:00.000000000,35 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11736.0,9.307692307692308,1.0,23
302,2018-01-04,Thursday,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Hammer Strength Row,9041.0,9.5625,1.0,23
303,2018-01-08,Monday,4 days 00:00:00.000000000,5 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,16201.0,12.045454545454545,1.0,23
304,2018-01-11,Thursday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Dumbbell Row,2430.0,7.5,0.9,23
305,2018-01-19,Friday,8 days 00:00:00.000000000,11 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,16336.0,12.090909090909092,1.0,23
306,2018-01-22,Monday,3 days 00:00:00.000000000,21 days 00:00:00.000000000,Legs,Leg Press,15301.0,11.5,0.7857142857142857,23
307,2018-01-23,Tuesday,1 days 00:00:00.000000000,12 days 00:00:00.000000000,Back,Dumbbell Row,1780.0,5.888888888888889,0.8888888888888888,23
308,2018-01-24,Wednesday,1 days 00:00:00.000000000,34 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,23
309,2018-01-26,Friday,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,8715.0,7.230769230769231,0.9230769230769231,23
310,2018-01-29,Monday,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Deadlift,10920.0,6.538461538461538,0.9230769230769231,23
311,2018-01-30,Tuesday,1 days 00:00:00.000000000,1 days 00:00:00.000000000,Back,Dumbbell Row,2767.5,6.8125,1.0,23
312,2018-02-01,Thursday,2 days 00:00:00.000000000,6 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11450.0,7.857142857142857,1.0,23
313,2018-02-02,Friday,1 days 00:00:00.000000000,11 days 00:00:00.000000000,Legs,Leg Press,14250.0,10.0,1.0,23
314,2018-02-05,Monday,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Lat Pulldown,2976.0,5.75,1.0,23
315,2018-02-09,Friday,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,7501.0,4.7,1.0,23
316,2018-02-13,Tuesday,4 days 00:00:00.000000000,11 days 00:00:00.000000000,Legs,Leg Press,15600.0,13.409090909090908,0.45454545454545453,23
317,2018-02-19,Monday,6 days 00:00:00.000000000,14 days 00:00:00.000000000,Back,Hammer Strength Row,12777.5,7.275862068965517,1.0,23
318,2018-02-20,Tuesday,1 days 00:00:00.000000000,11 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,11055.0,6.866666666666666,1.0,23
319,2018-02-26,Monday,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Dumbbell Row,2246.0,6.0,1.0,23
320,2018-02-27,Tuesday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,7131.0,4.666666666666667,1.0,23
321,2018-02-28,Wednesday,1 days 00:00:00.000000000,15 days 00:00:00.000000000,Legs,Leg Press,14825.0,12.083333333333334,0.5,23
322,2018-03-05,Monday,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Pull Up,752.5,4.625,0.875,23
323,2018-03-06,Tuesday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,7205.0,4.666666666666667,0.8888888888888888,23
324,2018-03-12,Monday,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Pull Up,946.0,4.2,1.0,23
325,2018-03-15,Thursday,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,17275.0,11.25925925925926,0.9259259259259259,23
326,2018-03-19,Monday,4 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Dumbbell Row,2116.0,5.545454545454546,1.0,23
327,2018-03-20,Tuesday,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,7190.0,4.555555555555555,0.8888888888888888,23
328,2018-03-21,Wednesday,1 days 00:00:00.000000000,21 days 00:00:00.000000000,Legs,Leg Press,13975.0,12.391304347826088,0.4782608695652174,23
329,2018-03-26,Monday,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Dumbbell Row,2366.0,5.25,1.0,23
330,2018-03-27,Tuesday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,7040.0,4.555555555555555,0.8888888888888888,23
331,2018-03-30,Friday,3 days 00:00:00.000000000,9 days 00:00:00.000000000,Legs,Leg Press,23030.0,8.842105263157896,0.9473684210526315,23
332,2018-04-03,Tuesday,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Pull Up,52.0,7.428571428571429,1.0,23
333,2018-04-04,Wednesday,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,6595.0,4.75,0.875,23
334,2018-04-09,Monday,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Hammer Strength Row,14352.0,8.931034482758621,1.0,23
335,2018-04-10,Tuesday,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,9136.0,4.214285714285714,1.0,23
336,2018-04-16,Monday,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Dumbbell Row,2757.0,5.769230769230769,1.0,23
337,2018-04-18,Wednesday,2 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,16125.0,11.0,0.9259259259259259,23
338,2018-04-19,Thursday,1 days 00:00:00.000000000,20 days 00:00:00.000000000,Legs,Barbell Squat,3720.0,6.25,0.75,23
339,2018-04-20,Friday,1 days 00:00:00.000000000,86 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,0.5,23
340,2018-04-24,Tuesday,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Lat Pulldown,4539.0,6.277777777777778,1.0,23
341,2018-04-25,Wednesday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,7676.0,5.333333333333333,1.0,23
342,2018-05-01,Tuesday,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Dumbbell Row,1877.0,6.384615384615385,1.0,23
343,2018-05-02,Wednesday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,8825.0,4.75,0.9166666666666666,23
344,2018-05-04,Friday,2 days 00:00:00.000000000,14 days 00:00:00.000000000,Abs,Undefined Ab Workout,2.0,1.0,1.0,23
345,2018-05-07,Monday,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Dumbbell Row,1824.0,6.25,0.9375,23
346,2018-05-09,Wednesday,2 days 00:00:00.000000000,5 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,0.5,23
347,2018-05-14,Monday,5 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Lat Pulldown,4280.0,7.857142857142857,1.0,23
348,2018-05-18,Friday,4 days 00:00:00.000000000,16 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,6011.0,7.615384615384615,0.8076923076923077,23
349,2018-05-21,Monday,3 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Lat Pulldown,5905.0,7.043478260869565,1.0,23
350,2018-05-23,Wednesday,2 days 00:00:00.000000000,5 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,6779.0,7.576923076923077,0.8461538461538461,23
351,2018-05-29,Tuesday,6 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Lat Pulldown,4908.0,5.052631578947368,1.0,23
352,2018-05-30,Wednesday,1 days 00:00:00.000000000,21 days 00:00:00.000000000,Abs,Undefined Ab Workout,1.0,1.0,0.5,23
353,2018-05-31,Thursday,1 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,4590.0,7.423076923076923,0.6538461538461539,23
354,2018-06-01,Friday,1 days 00:00:00.000000000,43 days 00:00:00.000000000,Legs,Barbell Squat,9500.0,8.714285714285714,0.8571428571428571,23
355,2018-06-04,Monday,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Lat Pulldown,4877.0,5.5625,1.0,23
356,2018-06-08,Friday,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Decline Cable Fly,4747.0,9.076923076923077,0.5769230769230769,23
357,2018-06-12,Tuesday,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Lat Pulldown,1230.0,4.333333333333333,0.8888888888888888,23
358,2018-06-13,Wednesday,1 days 00:00:00.000000000,184 days 00:00:00.000000000,Cooldown,Cooldown And Stretch,2.0,1.0,1.0,23
359,2018-06-14,Thursday,1 days 00:00:00.000000000,6 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,8079.0,7.769230769230769,0.9230769230769231,23
360,2018-06-15,Friday,1 days 00:00:00.000000000,14 days 00:00:00.000000000,Legs,Barbell Squat,5700.0,7.4,0.8,23
361,2018-06-18,Monday,3 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Lat Pulldown,6755.0,6.647058823529412,1.0,23
362,2018-06-20,Wednesday,2 days 00:00:00.000000000,6 days 00:00:00.000000000,Chest,Decline Dumbbell Benchpress,1060.0,9.608695652173912,0.17391304347826086,23
363,2018-06-22,Friday,2 days 00:00:00.000000000,2 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,6471.0,8.461538461538462,0.8076923076923077,23
364,2018-06-26,Tuesday,4 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Lat Pulldown,3636.0,5.545454545454546,0.9090909090909091,23
365,2018-06-27,Wednesday,1 days 00:00:00.000000000,5 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,5652.0,7.769230769230769,0.6923076923076923,23
366,2018-07-03,Tuesday,6 days 00:00:00.000000000,7 days 00:00:00.000000000,Back,Lat Pulldown Pronated,10988.0,8.2,1.0,23
367,2018-07-04,Wednesday,1 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,9373.0,8.461538461538462,1.0,23
368,2018-07-09,Monday,5 days 00:00:00.000000000,6 days 00:00:00.000000000,Back,Lat Pulldown,5935.0,6.625,1.0,23
369,2018-07-12,Thursday,3 days 00:00:00.000000000,8 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,4721.0,8.92,0.6,23
370,2018-07-17,Tuesday,5 days 00:00:00.000000000,8 days 00:00:00.000000000,Back,Lat Pulldown,6167.0,6.588235294117647,1.0,23
371,2018-07-19,Thursday,2 days 00:00:00.000000000,7 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,9224.0,8.0,0.96,23
372,2018-07-25,Wednesday,6 days 00:00:00.000000000,6 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,9712.0,7.653846153846154,0.9230769230769231,23
373,2018-08-02,Thursday,8 days 00:00:00.000000000,16 days 00:00:00.000000000,Back,Pull Up,31.0,5.333333333333333,0.8333333333333334,23
374,2018-08-03,Friday,1 days 00:00:00.000000000,9 days 00:00:00.000000000,Chest,Flat Barbell Bench Press,4614.0,8.4,0.56,23
