date,one_rep_max,mean_reps,routine,completion_rate,total_volume,max_weight,workout_day
2018-08-24,190.0,5.866666666666666,n/a,1.0,5112.0,150.0,Back
2018-08-28,1.3333333333333333,14.0,Princess Diana Gains Guide,0.6,90.0,1.0,Abs
2018-08-30,162.0,7.423076923076923,Princess Diana Gains Guide,0.7307692307692307,5125.0,135.0,Chest
2018-09-01,190.0,5.3125,n/a,1.0,4455.0,150.0,Back
2018-09-04,162.0,5.741935483870968,Princess Diana Gains Guide,1.0,9220.0,135.0,Chest
2018-09-05,88.66666666666667,5.5,n/a,1.0,892.0,75.0,Back
2018-09-06,1.4,13.2,Princess Diana Gains Guide,0.6666666666666666,118.0,1.0,Abs
2018-09-12,166.66666666666666,6.888888888888889,Princess Diana Gains Guide,1.0,9946.0,135.0,Chest
2018-09-14,1.4,18.4,Princess Diana Gains Guide,0.13333333333333333,24.0,1.0,Abs
2018-09-17,90.0,5.8,n/a,1.0,1744.0,75.0,Back
2018-09-18,1.4,15.2,Princess Diana Gains Guide,0.26666666666666666,48.0,1.0,Abs
2018-09-19,100.0,10.0,Princess Diana Gains Guide,0.43478260869565216,3580.0,75.0,Chest
2018-09-21,1.4,18.4,Princess Diana Gains Guide,0.13333333333333333,24.0,1.0,Abs
2018-10-01,213.33333333333334,9.72972972972973,Princess Diana Gains Guide,0.7297297297297297,15780.0,160.0,Chest
2018-10-03,1.4,15.2,Princess Diana Gains Guide,0.3333333333333333,60.0,1.0,Abs
2018-10-04,95.0,6.2,n/a,1.0,2356.0,75.0,Back
2018-10-09,1.4,15.2,Princess Diana Gains Guide,0.3333333333333333,60.0,1.0,Abs
2018-10-10,180.0,8.0,Princess Diana Gains Guide,0.9545454545454546,9086.0,135.0,Chest
2018-10-12,101.33333333333333,5.444444444444445,n/a,1.0,1708.0,80.0,Back
2018-10-23,186.66666666666666,8.4,Princess Diana Gains Guide,0.92,12020.0,140.0,Chest
2018-10-24,1.4,16.8,Princess Diana Gains Guide,0.3333333333333333,60.0,1.0,Abs
2018-10-25,1.4666666666666668,5.333333333333333,n/a,1.0,32.0,1.0,Back
2018-10-27,1.4333333333333333,13.0,Princess Diana Gains Guide,1.0,195.0,1.0,Abs
2018-11-02,193.33333333333334,10.0,Princess Diana Gains Guide,0.36,6070.0,145.0,Chest
2018-11-05,1.4666666666666668,14.0,Princess Diana Gains Guide,0.4,84.0,1.0,Abs
2018-11-06,98.66666666666667,5.5,n/a,1.0,992.0,80.0,Back
2018-11-12,193.33333333333334,7.72,Princess Diana Gains Guide,1.0,13289.0,145.0,Chest
2018-11-16,93.33333333333333,4.769230769230769,n/a,1.0,1982.0,80.0,Back
2018-11-24,1.5,15.0,Princess Diana Gains Guide,1.0,225.0,1.0,Abs
2018-11-26,200.0,9.56,Princess Diana Gains Guide,0.48,6734.0,150.0,Chest
2018-11-30,93.33333333333333,5.5,n/a,1.0,834.0,80.0,Back
2018-12-01,1.5333333333333332,16.0,Princess Diana Gains Guide,1.0,240.0,1.0,Abs
2018-12-03,206.66666666666666,7.538461538461538,Princess Diana Gains Guide,0.8846153846153846,11003.0,155.0,Chest
2018-12-05,96.0,5.166666666666667,n/a,1.0,2230.0,80.0,Back
2018-12-08,1.5666666666666667,17.0,Princess Diana Gains Guide,1.0,255.0,1.0,Abs
2018-12-10,213.33333333333334,9.0,Princess Diana Gains Guide,0.6956521739130435,9835.0,160.0,Chest
2018-12-14,96.0,5.0,n/a,1.0,2211.0,80.0,Back
2018-12-15,1.6,18.8,Princess Diana Gains Guide,0.2,54.0,1.0,Abs
