date,routine,category,exercise,sets,reps,avg_intensity,volume,relative_volume
2016-07-02,,Chest,Flat Barbell Bench Press,6,55,0.4133333333333334,5675.0,2307.0
2016-07-02,,Chest,Seated Machine Fly,5,75,0.41,6000.0,2455.0
2016-07-04,,Triceps,Close Grip Barbell Bench Press,8,34,0.79,5610.0,4428.0
2016-07-04,,Shoulders,Overhead Press,9,43,0.7177777777777777,4090.0,2983.0
2016-07-05,,Legs,Barbell Squat,9,38,0.7899999999999998,8430.0,6758.0
2016-07-05,,Back,Deadlift,6,28,0.8533333333333334,6550.0,5603.0
2016-07-05,,Legs,Dumbbell Calf Raise,5,100,0.6,16000.0,9600.0
2016-07-05,,Legs,Hip Abduction,4,46,0.6699999999999999,5680.0,3871.0
2016-07-05,,Legs,Hip Adduction,4,46,0.6699999999999999,5680.0,3871.0
2016-07-05,,Legs,Seated Leg Curl Machine,3,24,0.79,2760.0,2178.0
2016-07-05,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-07-06,,Biceps,Cable Curl,7,48,0.71,2640.0,1872.0
2016-07-06,,Biceps,EZ-Bar Preacher Curl,8,41,0.725,3585.0,2616.0
2016-07-06,,Back,Lat Pulldown,4,40,0.7,6150.0,4371.0
2016-07-06,,Shoulders,Rear Delt Machine Fly,3,36,0.71,3960.0,2811.0
2016-07-06,,Back,Seated Cable Row,4,40,0.75,5200.0,3900.0
2016-07-09,,Chest,Flat Barbell Bench Press,13,41,0.7569230769230769,7685.0,5663.0
2016-07-11,,Back,Barbell Shrug,4,48,0.71,6960.0,4940.0
2016-07-11,,Triceps,Cable Overhead Triceps Extension,7,48,0.71,2400.0,1703.0
2016-07-11,,Shoulders,Hammer Strength Shoulder Press,4,48,0.6725,5640.0,3799.0
2016-07-11,,Shoulders,Overhead Press,8,50,0.69125,4730.0,3278.0
2016-07-11,,Triceps,Rope Push Down,4,48,0.71,2400.0,1704.0
2016-07-14,,Legs,Barbell Squat,9,39,0.7855555555555557,8645.0,6926.0
2016-07-14,,Back,Deadlift,5,25,0.8560000000000001,6100.0,5220.0
2016-07-14,,Legs,Dumbbell Calf Raise,5,100,0.6,17000.0,10200.0
2016-07-15,,Back,Assisted Pull Up,5,25,0.85,975.0,825.0
2016-07-15,,Biceps,EZ-Bar Preacher Curl,10,60,0.726,5400.0,3890.0
2016-07-15,,Back,Seated Cable Row,4,40,0.72,5000.0,3600.0
2016-07-16,,Chest,Decline Cable Fly,4,48,0.71,2400.0,1704.0
2016-07-16,,Chest,Decline Dumbbell Bench Press,4,48,0.64,2580.0,1660.0
2016-07-16,,Chest,Flat Barbell Bench Press,9,57,0.671111111111111,9795.0,6616.0
2016-07-16,,Chest,Seated Machine Fly,5,48,0.71,6960.0,4939.0
2016-07-16,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-07-18,,Shoulders,Overhead Press,9,46,0.7177777777777777,4965.0,3631.0
2016-07-19,,Legs,Barbell Squat,8,42,0.755,9340.0,7116.0
2016-07-19,,Back,Deadlift,5,25,0.86,6250.0,5375.0
2016-07-19,,Legs,Dumbbell Calf Raise,5,100,0.6,18000.0,10800.0
2016-07-19,,Legs,Hip Abduction,4,44,0.665,5590.0,3788.0
2016-07-19,,Legs,Hip Adduction,4,44,0.665,5590.0,3788.0
2016-07-19,,Legs,Seated Leg Curl Machine,3,24,0.79,3120.0,2463.0
2016-07-22,,Forearms,Forearm Curl,5,100,0.61,2000.0,1220.0
2016-07-22,,Forearms,Reverse Forearm Curl,5,100,0.61,2000.0,1220.0
2016-07-25,,Legs,Barbell Squat,8,36,0.75,8410.0,6562.0
2016-07-25,,Back,Deadlift,5,25,0.86,6375.0,5480.0
2016-07-25,,Legs,Dumbbell Calf Raise,5,100,0.6,19000.0,11400.0
2016-07-25,,Legs,Hip Abduction,4,40,0.6875,5200.0,3638.0
2016-07-25,,Legs,Hip Adduction,4,40,0.6875,5200.0,3638.0
2016-07-25,,Legs,Seated Leg Curl Machine,3,24,0.79,3240.0,2559.0
2016-07-27,,Back,Barbell Shrug,4,48,0.71,7200.0,5112.0
2016-07-27,,Shoulders,Lateral Dumbbell Raise,4,32,0.75,600.0,456.0
2016-07-27,,Shoulders,Overhead Press,8,48,0.70875,4960.0,3516.0
2016-07-28,,Forearms,Forearm Curl,5,100,0.6,2500.0,1500.0
2016-08-02,,Legs,Barbell Squat,9,44,0.7100000000000001,9810.0,7318.0
2016-08-02,,Back,Deadlift,5,25,0.86,6625.0,5695.0
2016-08-02,,Legs,Dumbbell Calf Raise,5,100,0.6,19500.0,11700.0
2016-08-02,,Legs,Hip Abduction,4,40,0.7125,5500.0,3951.0
2016-08-02,,Legs,Hip Adduction,4,40,0.7125,5500.0,3951.0
2016-08-02,,Legs,Seated Leg Curl Machine,3,24,0.7799999999999999,3320.0,2588.0
2016-08-03,,Biceps,Dumbbell Hammer Curl,3,30,0.66,1050.0,701.0
2016-08-03,,Forearms,Forearm Curl,5,100,0.6,3000.0,1800.0
2016-08-03,,Forearms,Forearm Roll Up,3,15,0.83,150.0,123.0
2016-08-03,,Back,Pull Up,5,25,0.86,5350.0,4600.0
2016-08-03,,Back,Seated Cable Row,5,50,0.712,6400.0,4608.0
2016-08-06,,Chest,Flat Barbell Bench Press,8,40,0.7024999999999999,7375.0,5264.0
2016-08-08,,Back,Barbell Shrug,4,48,0.71,7440.0,5280.0
2016-08-08,,Shoulders,Hammer Strength Shoulder Press,4,48,0.71,6240.0,4428.0
2016-08-08,,Shoulders,Overhead Press,7,47,0.7142857142857143,5075.0,3739.0
2016-08-09,,Legs,Barbell Squat,9,44,0.7055555555555555,9940.0,7392.0
2016-08-09,,Legs,Dumbbell Calf Raise,5,100,0.6,20000.0,12000.0
2016-08-09,,Legs,Hip Abduction,4,40,0.705,5650.0,4030.0
2016-08-09,,Legs,Hip Adduction,4,40,0.705,5650.0,4030.0
2016-08-10,,Biceps,Dumbbell Hammer Curl,3,30,0.7200000000000001,1150.0,831.0
2016-08-10,,Forearms,Forearm Curl,5,100,0.6,3500.0,2100.0
2016-08-10,,Forearms,Forearm Roll Up,3,15,0.83,150.0,123.0
2016-08-10,,Back,Pull Up,5,25,0.844,5500.0,4639.0
2016-08-10,,Shoulders,Rear Delt Machine Fly,3,36,0.71,3960.0,2811.0
2016-08-12,,Chest,Decline Cable Fly,4,48,0.6775,2520.0,1717.0
2016-08-12,,Chest,Decline Dumbbell Bench Press,4,48,0.71,2880.0,2044.0
2016-08-12,,Chest,Flat Barbell Bench Press,8,43,0.7150000000000001,7905.0,5669.0
2016-08-12,,Abs,Oblique Curl,4,48,0.71,2160.0,1532.0
2016-08-12,,Chest,Seated Machine Fly,4,48,0.71,7200.0,5112.0
2016-08-15,,Legs,Barbell Squat,8,42,0.74125,9730.0,7337.0
2016-08-15,,Legs,Dumbbell Calf Raise,5,100,0.6,20500.0,12300.0
2016-08-15,,Legs,Hip Abduction,4,40,0.7025,5800.0,4130.0
2016-08-15,,Legs,Hip Adduction,4,40,0.7025,5800.0,4130.0
2016-08-16,,Back,Barbell Shrug,4,48,0.71,7680.0,5452.0
2016-08-16,,Shoulders,Overhead Press,6,40,0.6849999999999999,4530.0,3345.0
2016-08-17,,Biceps,Dumbbell Hammer Curl,3,30,0.7200000000000001,1150.0,831.0
2016-08-17,,Forearms,Forearm Roll Up,3,15,0.83,187.5,153.0
2016-08-17,,Back,Pull Up,5,25,0.8400000000000001,5487.5,4605.0
2016-08-17,,Shoulders,Rear Delt Machine Fly,3,36,0.71,4140.0,2937.0
2016-08-22,,Chest,Decline Cable Fly,4,48,0.71,3120.0,2212.0
2016-08-22,,Chest,Flat Barbell Bench Press,8,34,0.7800000000000001,6575.0,5318.0
2016-08-22,,Abs,Oblique Curl,4,48,0.71,2400.0,1704.0
2016-08-22,,Chest,Seated Machine Fly,4,48,0.71,7440.0,5280.0
2016-08-24,,Legs,Barbell Squat,8,42,0.73625,9860.0,7411.0
2016-08-24,,Legs,Dumbbell Calf Raise,5,100,0.6,21000.0,12600.0
2016-08-24,,Legs,Hamstring Bend And Curl,5,50,0.41400000000000003,1100.0,643.0
2016-08-24,,Legs,Hip Abduction,4,40,0.6975,5950.0,4221.0
2016-08-24,,Legs,Hip Adduction,4,40,0.6975,5950.0,4221.0
2016-08-24,,Legs,Seated Leg Curl Machine,3,26,0.75,3640.0,2730.0
2016-08-25,,Back,Barbell Shrug,4,48,0.71,7920.0,5620.0
2016-08-25,,Shoulders,Hammer Strength Shoulder Press,6,48,0.7033333333333333,6420.0,4524.0
2016-08-25,,Shoulders,Overhead Press,7,46,0.6942857142857142,5170.0,3695.0
2016-08-27,,Biceps,Dumbbell Hammer Curl,3,30,0.75,1200.0,900.0
2016-08-27,,Chest,Flat Barbell Bench Press,9,38,0.7844444444444446,7380.0,5873.0
2016-08-30,,Shoulders,Overhead Press,7,39,0.6942857142857142,4295.0,3029.0
2016-08-30,,Back,Pull Up,5,34,0.75,7072.0,5304.0
2016-09-01,,Legs,Barbell Calf Raise,5,100,0.6,21500.0,12900.0
2016-09-01,,Legs,Barbell Squat,9,46,0.6966666666666668,10650.0,7856.0
2016-09-02,,Biceps,Dumbbell Hammer Curl,5,50,0.642,1700.0,1102.0
2016-09-02,,Chest,Flat Barbell Bench Press,8,41,0.7750000000000001,7785.0,6093.0
2016-09-02,,Chest,Flat Dumbbell Fly,4,40,0.6825000000000001,1450.0,993.0
2016-09-02,,Biceps,Seated Incline Dumbbell Curl,4,40,0.6475,850.0,556.0
2016-09-05,,Shoulders,Overhead Press,6,46,0.6883333333333334,5250.0,3816.0
2016-09-05,,Back,Pull Up,5,34,0.75,7208.0,5406.0
2016-09-07,,Legs,Barbell Calf Raise,5,100,0.6,22500.0,13500.0
2016-09-07,,Legs,Barbell Squat,10,47,0.705,11055.0,8154.0
2016-09-07,,Abs,Hanging Leg Raise,4,40,1.0,40.0,40.0
2016-09-07,,Abs,Oblique Curl,4,48,0.71,2640.0,1872.0
2016-09-10,,Biceps,Dumbbell Hammer Curl,5,50,0.714,1900.0,1370.0
2016-09-10,,Chest,Flat Barbell Bench Press,12,43,0.7725000000000001,8060.0,6080.0
2016-09-10,,Chest,Flat Dumbbell Fly,4,40,0.7050000000000001,1500.0,1062.0
2016-09-10,,Biceps,Seated Incline Dumbbell Curl,4,40,0.645,850.0,569.0
2016-09-12,,Back,Dumbbell Row,3,30,0.75,1350.0,1011.0
2016-09-12,,Shoulders,Overhead Press,7,41,0.6471428571428571,4725.0,3286.0
2016-09-12,,Back,Pull Up,5,40,0.72,8200.0,5901.0
2016-09-12,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,0.77,300.0,231.0
2016-09-15,,Legs,Barbell Calf Raise,5,100,0.6,23000.0,13800.0
2016-09-15,,Legs,Barbell Squat,9,41,0.741111111111111,10230.0,7858.0
2016-09-15,,Abs,Hanging Leg Raise,4,48,1.0,48.0,48.0
2016-09-15,,Abs,Oblique Curl,4,48,0.71,2880.0,2044.0
2016-09-19,,Back,Dumbbell Row,3,30,0.75,1500.0,1125.0
2016-09-19,,Shoulders,Overhead Press,7,41,0.6557142857142858,4805.0,3411.0
2016-09-19,,Back,Pull Up,5,37,0.71,7585.0,5383.0
2016-09-19,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,0.75,450.0,336.0
2016-09-20,,Legs,Barbell Calf Raise,5,100,0.6,23500.0,14100.0
2016-09-20,,Legs,Barbell Squat,9,41,0.7333333333333334,10335.0,7879.0
2016-09-20,,Abs,Hanging Leg Raise,4,51,0.5,51.0,25.0
2016-09-20,,Abs,Oblique Curl,4,48,0.71,3120.0,2212.0
2016-09-26,,Back,Dumbbell Row,3,30,0.75,1650.0,1236.0
2016-09-26,,Shoulders,Overhead Press,7,41,0.6642857142857144,4885.0,3534.0
2016-09-26,,Back,Pull Up,5,42,0.7,8526.0,5965.0
2016-09-26,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,0.75,450.0,336.0
2016-09-30,,Legs,Barbell Squat,10,42,0.696,10270.0,7670.0
2016-09-30,,Abs,Oblique Curl,5,60,0.71,4200.0,2980.0
2016-09-30,,Legs,One-Legged Dumbbell Deadlift,3,30,0.71,700.0,502.0
2016-09-30,,Abs,Weighted Sit Up,3,30,0.6699999999999999,950.0,650.0
2016-10-01,,Biceps,Dumbbell Hammer Curl,4,15,0.8200000000000001,720.0,597.0
2016-10-01,,Forearms,Forearm Curl,3,60,0.6,2400.0,1440.0
2016-10-03,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-06,,Legs,Barbell Squat,4,24,0.49,4050.0,2030.0
2016-10-06,,Abs,Oblique Curl,5,60,0.71,4500.0,3195.0
2016-10-06,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-08,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-17,,Back,Pull Up,3,20,0.69,4020.0,2772.0
2016-10-17,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,0.7399999999999999,600.0,444.0
2016-10-17,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-21,,Legs,Barbell Squat,8,37,0.6587500000000001,8525.0,5671.0
2016-10-21,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-22,,Biceps,Dumbbell Hammer Curl,5,25,0.86,1250.0,1075.0
2016-10-22,,Chest,Flat Barbell Bench Press,7,38,0.777142857142857,6280.0,4854.0
2016-10-22,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-24,,Back,Pull Up,3,25,0.67,5000.0,3350.0
2016-10-24,,Shoulders,Standing Rear Delt Dumbbell Raise,3,30,0.7600000000000001,750.0,570.0
2016-10-24,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-28,,Legs,Barbell Squat,7,30,0.6085714285714287,6340.0,3978.0
2016-10-28,,Abs,Oblique Curl,3,36,0.71,2700.0,1917.0
2016-10-28,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-29,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-10-29,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-10-31,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-10-31,,Back,Dumbbell Row,3,30,0.7266666666666667,1600.0,1164.0
2016-10-31,,Back,Pull Up,3,27,0.65,5319.0,3456.0
2016-10-31,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-11-04,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-11-05,,Legs,Barbell Squat,4,18,0.6575,3340.0,2248.0
2016-11-05,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-11-11,,Back,Pull Up,3,27,0.64,5292.0,3385.0
2016-11-11,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-11-14,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-11-14,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-11-18,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-11-18,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-11-21,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-11-28,,Back,Lat Pulldown,3,30,0.6466666666666666,1800.0,1185.0
2016-11-28,,Back,Pull Up,3,24,0.63,4656.0,2932.0
2016-11-28,,Chest,Push Up,3,45,0.5,45.0,22.0
2016-11-28,,Back,Single Arm Cable Pulldown,3,30,0.7399999999999999,1050.0,777.0
2016-11-28,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-12-03,,Back,Seated Cable Row Squeeze,3,30,0.75,1500.0,1125.0
2016-12-03,,Back,Single Arm Cable Row,3,30,0.75,900.0,675.0
2016-12-03,,Back,Standing Cable Row,3,30,0.6733333333333333,1350.0,916.0
2016-12-03,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-12-06,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-12-06,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,0.75,90.0,66.0
2016-12-06,,Back,T Shoulder Retraction On Swiss Ball,3,30,0.75,90.0,66.0
2016-12-06,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-12-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-12-08,,Back,Lat Pulldown,3,30,0.7166666666666667,2300.0,1655.0
2016-12-08,,Back,Pull Up,3,26,0.63,4992.0,3143.0
2016-12-08,,Chest,Push Up,3,50,0.5,50.0,24.0
2016-12-08,,Back,Single Arm Cable Pulldown,3,30,0.7399999999999999,1050.0,777.0
2016-12-08,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-12-11,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-12-11,,Back,Seated Cable Row Squeeze,3,30,0.75,1800.0,1350.0
2016-12-11,,Back,Single Arm Cable Row,3,30,0.7399999999999999,1050.0,777.0
2016-12-11,,Back,Standing Cable Row,3,30,0.75,1500.0,1125.0
2016-12-11,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-12-13,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-12-13,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,0.75,90.0,66.0
2016-12-13,,Back,T Shoulder Retraction On Swiss Ball,3,30,0.75,90.0,66.0
2016-12-13,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-12-17,,Back,Lat Pulldown,3,30,0.75,2400.0,1800.0
2016-12-17,,Back,Pull Up,3,28,0.63,5376.0,3385.0
2016-12-17,,Chest,Push Up,3,55,0.5,55.0,27.0
2016-12-17,,Back,Single Arm Cable Pulldown,3,30,0.7399999999999999,1050.0,777.0
2016-12-17,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2016-12-28,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-12-28,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,0.71,150.0,105.0
2016-12-28,,Back,T Shoulder Retraction On Swiss Ball,3,30,0.71,150.0,105.0
2016-12-30,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2016-12-30,,Back,Seated Cable Row Squeeze,3,30,0.75,2025.0,1518.0
2016-12-30,,Back,Single Arm Cable Row,3,30,0.75,1125.0,843.0
2016-12-30,,Back,Standing Cable Row,3,30,0.75,1725.0,1293.0
2017-01-02,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-01-02,,Back,Lat Pulldown,3,30,0.75,2550.0,1911.0
2017-01-02,,Back,Pull Up,3,27,0.61,5076.0,3095.0
2017-01-02,,Chest,Push Up,3,60,0.5,60.0,30.0
2017-01-02,,Back,Single Arm Cable Pulldown,3,30,0.75,1125.0,843.0
2017-01-04,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-01-04,,Back,Straight Shoulder Retractiom On Swiss Ball,3,30,0.75,180.0,135.0
2017-01-04,,Back,T Shoulder Retraction On Swiss Ball,3,30,0.7066666666666667,170.0,121.0
2017-01-23,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,0.7600000000000001,800.0,611.0
2017-01-23,,Back,Bodyweight Mid Row,1,20,0.5,20.0,10.0
2017-01-23,,Back,Dumbbell Row,3,24,0.79,1440.0,1137.0
2017-01-23,,Chest,Flat Dumbbell Bench Press,3,24,0.71,1400.0,1004.0
2017-01-23,,Chest,Paramount Standing Machine Fly,3,24,0.7366666666666667,1120.0,833.0
2017-01-23,,Chest,TRX Suspended Push Up,1,10,1.0,10.0,10.0
2017-01-25,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.6833333333333332,360.0,249.0
2017-01-25,,Biceps,Dumbbell Hammer Curl,5,25,0.754,775.0,584.0
2017-01-25,,Shoulders,Lateral to Front Dumbbell Raise,3,24,0.7799999999999999,300.0,234.0
2017-01-25,,Back,Pull Up,5,25,0.642,4950.0,3178.0
2017-01-25,,Forearms,Reverse Cable Curl,3,24,0.7200000000000001,880.0,635.0
2017-01-28,,Legs,Dumbbell Lunge,3,24,0.7233333333333333,1320.0,959.0
2017-01-28,,Abs,Oblique Curl,3,32,0.71,2400.0,1704.0
2017-01-28,,Legs,One-Legged Dumbbell Deadlift,3,24,0.79,1200.0,948.0
2017-01-28,,Abs,Pallof Press with Rotation,3,24,0.7799999999999999,600.0,468.0
2017-01-30,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,0.7799999999999999,960.0,747.0
2017-01-30,,Back,Bodyweight Mid Row,1,22,0.5,22.0,11.0
2017-01-30,,Back,Dumbbell Row,3,24,0.79,1560.0,1230.0
2017-01-30,,Chest,Flat Dumbbell Bench Press,5,36,0.742,2200.0,1649.0
2017-01-30,,Chest,Paramount Standing Machine Fly,3,24,0.7033333333333335,1280.0,907.0
2017-02-02,,Shoulders,Bent over Standing Dumbbell Fly,3,24,0.8000000000000002,420.0,336.0
2017-02-02,,Biceps,Dumbbell Hammer Curl,5,25,0.8019999999999999,825.0,662.0
2017-02-02,,Shoulders,Lateral to Front Dumbbell Raise,3,24,0.79,360.0,282.0
2017-02-02,,Back,Pull Up,5,25,0.86,5025.0,4320.0
2017-02-04,,Legs,Dumbbell Lunge,3,24,0.79,1440.0,1137.0
2017-02-04,,Abs,Oblique Curl,3,27,0.71,2025.0,1437.0
2017-02-04,,Legs,One-Legged Dumbbell Deadlift,3,24,0.79,1320.0,1041.0
2017-02-04,,Abs,Pallof Press with Rotation,3,24,0.79,720.0,567.0
2017-02-06,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,0.79,1080.0,852.0
2017-02-06,,Back,Bodyweight Mid Row,1,10,0.5,10.0,5.0
2017-02-06,,Back,Dumbbell Row,3,24,0.79,1680.0,1326.0
2017-02-06,,Chest,Flat Dumbbell Bench Press,5,34,0.732,2240.0,1683.0
2017-02-06,,Chest,Paramount Standing Machine Fly,3,30,0.66,1500.0,990.0
2017-02-09,,Shoulders,Bent over Standing Dumbbell Fly,5,40,0.8,800.0,640.0
2017-02-09,,Biceps,Dumbbell Hammer Curl,5,25,0.85,875.0,740.0
2017-02-09,,Back,Lat Pulldown,3,30,0.75,3900.0,2925.0
2017-02-09,,Shoulders,Lateral to Front Dumbbell Raise,5,40,0.8,700.0,560.0
2017-02-09,,Back,Pull Up,5,25,0.86,5200.0,4470.0
2017-02-09,,Forearms,Reverse Cable Curl,3,24,0.7799999999999999,960.0,747.0
2017-02-11,,Legs,Dumbbell Lunge,3,24,0.79,1560.0,1230.0
2017-02-11,,Abs,Oblique Curl,3,30,0.71,2250.0,1596.0
2017-02-11,,Legs,One-Legged Dumbbell Deadlift,3,24,0.79,1440.0,1137.0
2017-02-11,,Abs,Pallof Press with Rotation,3,24,0.8000000000000002,840.0,672.0
2017-02-14,,Back,Bent-over Two-Dumbbell Row with Palms in,3,36,0.44,900.0,396.0
2017-02-14,,Back,Dumbbell Row,3,36,0.51,1620.0,825.0
2017-02-14,,Chest,Flat Dumbbell Bench Press,3,36,0.51,1620.0,825.0
2017-02-14,,Chest,Paramount Standing Machine Fly,3,36,0.38999999999999996,1080.0,420.0
2017-02-20,,Shoulders,Bent over Standing Dumbbell Fly,5,60,0.6,900.0,540.0
2017-02-20,,Biceps,Dumbbell Hammer Curl,5,40,0.49000000000000005,800.0,390.0
2017-02-20,,Back,Lat Pulldown,3,36,0.46,2880.0,1323.0
2017-02-20,,Shoulders,Lateral to Front Dumbbell Raise,5,60,0.45,600.0,270.0
2017-02-20,,Back,Pull Up,5,40,0.7600000000000001,7784.0,5918.0
2017-02-20,,Forearms,Reverse Cable Curl,3,36,0.49,900.0,441.0
2017-02-25,,Legs,Dumbbell Lunge,3,24,0.79,1560.0,1230.0
2017-02-25,,Abs,Oblique Curl,3,32,0.71,2400.0,1704.0
2017-02-25,,Legs,One-Legged Dumbbell Deadlift,1,8,0.79,480.0,379.0
2017-03-01,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,0.79,1200.0,948.0
2017-03-01,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-01,,Back,Dumbbell Row,3,24,0.79,1800.0,1422.0
2017-03-01,,Chest,Flat Dumbbell Bench Press,4,29,0.7625000000000001,2125.0,1643.0
2017-03-01,,Chest,Paramount Standing Machine Fly,3,30,0.7000000000000001,1400.0,990.0
2017-03-07,,Shoulders,Bent over Standing Dumbbell Fly,5,40,0.8,800.0,640.0
2017-03-07,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-07,,Biceps,Dumbbell Hammer Curl,5,25,0.85,875.0,740.0
2017-03-07,,Back,Lat Pulldown,3,30,0.75,3900.0,2925.0
2017-03-07,,Shoulders,Lateral to Front Dumbbell Raise,5,40,0.8,700.0,560.0
2017-03-07,,Back,Pull Up,5,25,0.8100000000000002,5200.0,4210.0
2017-03-07,,Forearms,Reverse Cable Curl,3,24,0.7799999999999999,960.0,747.0
2017-03-13,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-13,,Legs,Dumbbell Lunge,4,32,0.73,1920.0,1428.0
2017-03-13,,Abs,Oblique Curl,3,36,0.71,2700.0,1917.0
2017-03-13,,Legs,One-Legged Dumbbell Deadlift,3,24,0.6699999999999999,1320.0,898.0
2017-03-13,,Abs,Pallof Press with Rotation,3,24,0.7200000000000001,880.0,635.0
2017-03-15,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,0.71,1080.0,765.0
2017-03-15,,Back,Bodyweight Mid Row,1,25,0.5,25.0,12.0
2017-03-15,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-15,,Back,Dumbbell Row,3,24,0.79,1800.0,1422.0
2017-03-15,,Chest,Flat Dumbbell Bench Press,3,24,0.7533333333333334,1720.0,1301.0
2017-03-17,,Shoulders,Bent over Standing Dumbbell Fly,5,40,0.78,1000.0,780.0
2017-03-17,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-17,,Biceps,Dumbbell Hammer Curl,5,25,0.85,1000.0,850.0
2017-03-17,,Back,Lat Pulldown,3,24,0.79,3360.0,2652.0
2017-03-17,,Shoulders,Lateral to Front Dumbbell Raise,6,48,0.75,900.0,690.0
2017-03-17,,Back,Pull Up,6,35,0.7983333333333335,7090.0,5608.0
2017-03-17,,Forearms,Reverse Cable Curl,3,24,0.5566666666666666,680.0,380.0
2017-03-20,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-20,,Legs,Dumbbell Lunge,5,36,0.7100000000000001,2280.0,1669.0
2017-03-20,,Abs,Oblique Curl,3,24,0.71,1800.0,1278.0
2017-03-22,,Back,Bent-over Two-Dumbbell Row with Palms in,3,24,0.79,1200.0,948.0
2017-03-22,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-22,,Back,Dumbbell Row,5,40,0.768,2920.0,2249.0
2017-03-22,,Chest,Flat Dumbbell Bench Press,5,40,0.768,2920.0,2249.0
2017-03-22,,Chest,Paramount Standing Machine Fly,3,24,0.6,960.0,576.0
2017-03-24,,Shoulders,Bent over Standing Dumbbell Fly,5,40,0.78,1000.0,780.0
2017-03-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2017-03-24,,Biceps,Dumbbell Hammer Curl,5,25,0.79,1025.0,811.0
2017-03-24,,Back,Lat Pulldown,3,24,0.79,3600.0,2844.0
2017-03-24,,Shoulders,Lateral to Front Dumbbell Raise,6,58,0.7083333333333334,1370.0,1004.0
2017-03-24,,Back,Pull Up,6,35,0.8249999999999998,7285.0,5947.0
