date,routine,category,exercise,sets,reps,avg_intensity,volume,relative_volume
2018-04-25,,Chest,Flat Barbell Bench Press,6,31,0.7599999999999999,5435.0,4102.0
2018-04-25,,Chest,Pec Dec,2,16,0.74,2240.0,1656.0
2018-05-01,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-05-01,,Back,Dumbbell Row,4,26,0.79,1820.0,1435.0
2018-05-01,,Back,Pull Up,8,56,0.6,10192.0,6113.0
2018-05-02,,Chest,Flat Barbell Bench Press,6,26,0.7633333333333333,4475.0,3321.0
2018-05-02,,Chest,Pec Dec,5,30,0.77,4350.0,3347.0
2018-05-04,,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-05-04,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2018-05-07,,Back,Dumbbell Row,4,25,0.79,1750.0,1381.0
2018-05-07,,Back,Pull Up,11,74,0.59,13468.0,7939.0
2018-05-09,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2018-05-14,,Back,Lat Pulldown,3,30,0.75,4200.0,3150.0
2018-05-14,,Back,Pull Up,11,80,0.5999999999999999,14720.0,8827.0
2018-05-18,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1830.0,1372.0
2018-05-18,Princess Diana Gains Guide,Chest,Decline Cable Fly,1,8,0.79,640.0,505.0
2018-05-18,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.64,2050.0,1339.0
2018-05-18,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.51,675.0,379.0
2018-05-18,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,24,0.4000000000000001,2280.0,912.0
2018-05-18,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,1.0,6.0,6.0
2018-05-18,,Chest,Lower Chest Bracket Pushup,4,35,1.0,35.0,35.0
2018-05-18,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,2,13,0.78,325.0,253.0
2018-05-21,,Biceps,Cable Curl,3,24,0.6733333333333333,1440.0,987.0
2018-05-21,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-05-21,,Back,Dumbbell Row,4,23,0.67,1380.0,923.0
2018-05-21,,Back,Lat Pulldown,3,30,0.53,3000.0,1590.0
2018-05-21,,Back,Pull Up,12,84,0.5999999999999999,15624.0,9368.0
2018-05-23,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1850.0,1387.0
2018-05-23,Princess Diana Gains Guide,Chest,Decline Cable Fly,2,13,0.81,1235.0,999.0
2018-05-23,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.655,2100.0,1410.0
2018-05-23,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.53,700.0,409.0
2018-05-23,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,25,0.4000000000000001,2375.0,950.0
2018-05-23,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,1.0,6.0,6.0
2018-05-23,,Chest,Lower Chest Bracket Pushup,4,38,1.0,38.0,38.0
2018-05-23,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,2,13,0.78,325.0,253.0
2018-05-29,,Biceps,Dumbbell Hammer Curl,3,20,0.7833333333333333,560.0,436.0
2018-05-29,,Back,Dumbbell Row,4,24,0.67,1440.0,963.0
2018-05-29,,Back,Lat Pulldown,4,24,0.64,2880.0,1842.0
2018-05-29,,Back,Pull Up,8,28,0.61,5292.0,3224.0
2018-05-30,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2018-05-31,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1880.0,1410.0
2018-05-31,Princess Diana Gains Guide,Chest,Decline Cable Fly,1,5,0.81,475.0,384.0
2018-05-31,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.655,2100.0,1410.0
2018-05-31,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6825,900.0,637.0
2018-05-31,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,1,10,0.41,950.0,389.0
2018-05-31,Princess Diana Gains Guide,Chest,Incline Pushup,2,5,1.0,5.0,5.0
2018-05-31,,Chest,Lower Chest Bracket Pushup,4,35,1.0,35.0,35.0
2018-05-31,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,1,5,0.78,125.0,97.0
2018-06-01,,Legs,Barbell Squat,6,60,0.68,9500.0,6540.0
2018-06-04,,Biceps,Dumbbell Hammer Curl,3,20,0.79,600.0,472.0
2018-06-04,,Back,Lat Pulldown,5,32,0.718,4240.0,3022.0
2018-06-04,,Back,Pull Up,8,37,0.6,6845.0,4107.0
2018-06-08,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.73,1840.0,1343.0
2018-06-08,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,18,0.79,1710.0,1350.0
2018-06-08,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.655,2100.0,1410.0
2018-06-08,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6825,900.0,637.0
2018-06-08,,Chest,Lower Chest Bracket Pushup,4,37,1.0,37.0,37.0
2018-06-12,,Back,Lat Pulldown,1,8,0.79,1200.0,948.0
2018-06-12,,Back,Pull Up,7,30,0.62,5520.0,3420.0
2018-06-13,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-06-13,,Abs,Undefined Ab Workout,1,1,1.0,1.0,1.0
2018-06-14,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.73,1830.0,1335.0
2018-06-14,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,19,0.79,1805.0,1425.0
2018-06-14,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.655,2100.0,1410.0
2018-06-14,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6825,900.0,637.0
2018-06-14,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,29,0.75,2755.0,2065.0
2018-06-14,Princess Diana Gains Guide,Chest,Incline Pushup,3,8,1.0,8.0,8.0
2018-06-14,,Chest,Lower Chest Bracket Pushup,4,36,1.0,36.0,36.0
2018-06-14,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,19,0.7799999999999999,475.0,369.0
2018-06-15,,Legs,Barbell Squat,4,36,0.63,5700.0,3800.0
2018-06-18,,Biceps,Cable Curl,3,30,0.6666666666666666,2400.0,1617.0
2018-06-18,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-06-18,,Biceps,Dumbbell Hammer Curl,3,24,0.75,720.0,540.0
2018-06-18,,Back,Lat Pulldown,3,24,0.79,3600.0,2844.0
2018-06-18,,Back,Pull Up,7,34,0.62,6256.0,3876.0
2018-06-20,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.73,1830.0,1335.0
2018-06-20,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,2,20,0.56,900.0,510.0
2018-06-20,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,1,10,0.45,150.0,67.0
2018-06-20,,Chest,Lower Chest Bracket Pushup,1,10,1.0,10.0,10.0
2018-06-22,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.73,1830.0,1335.0
2018-06-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.655,2100.0,1410.0
2018-06-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6825,900.0,637.0
2018-06-22,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,30,0.75,2850.0,2136.0
2018-06-22,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,1.0,6.0,6.0
2018-06-22,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-06-22,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,23,0.7799999999999999,575.0,448.0
2018-06-26,,Back,Lat Pulldown,3,24,0.79,3600.0,2844.0
2018-06-26,,Back,Pull Up,7,36,0.7299999999999999,6732.0,4912.0
2018-06-27,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.74,1860.0,1376.0
2018-06-27,Princess Diana Gains Guide,Chest,Decline Cable Fly,1,5,0.79,475.0,375.0
2018-06-27,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.655,2100.0,1410.0
2018-06-27,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6575,1050.0,732.0
2018-06-27,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,2,20,0.75,1900.0,1424.0
2018-06-27,Princess Diana Gains Guide,Chest,Incline Pushup,2,12,1.0,12.0,12.0
2018-06-27,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-06-27,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,1,3,0.78,75.0,58.0
2018-07-03,,Back,Barbell Row,3,30,0.75,1950.0,1461.0
2018-07-03,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-07-03,,Back,Dumbbell Row,3,30,0.75,1500.0,1125.0
2018-07-03,,Back,Lat Pulldown Pronated,3,26,0.7200000000000001,4220.0,3030.0
2018-07-03,,Back,Pull Up,4,17,0.73,3196.0,2331.0
2018-07-03,,Back,Single Arm Cable Pulldown,3,30,0.75,2850.0,2136.0
2018-07-03,,Back,Single-Arm T-Bar Row,3,30,0.75,450.0,336.0
2018-07-04,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,15,0.67,2820.0,1889.0
2018-07-04,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-07-04,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,28,0.75,2660.0,1994.0
2018-07-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.6174999999999999,2150.0,1369.0
2018-07-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6575,1050.0,732.0
2018-07-04,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,25,0.75,2875.0,2155.0
2018-07-04,Princess Diana Gains Guide,Chest,Incline Pushup,3,12,1.0,12.0,12.0
2018-07-04,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-07-04,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,19,0.81,570.0,460.0
2018-07-09,,Biceps,Dumbbell Hammer Curl,2,16,0.75,480.0,360.0
2018-07-09,,Back,Dumbbell Row,4,31,0.7725,1820.0,1405.0
2018-07-09,,Back,Lat Pulldown,3,24,0.79,3600.0,2844.0
2018-07-09,,Back,Pull Up,7,35,0.71,6475.0,4594.0
2018-07-12,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.65,1840.0,1196.0
2018-07-12,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.6625,2300.0,1571.0
2018-07-12,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6575,1050.0,732.0
2018-07-12,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,1,10,0.75,1150.0,862.0
2018-07-12,Princess Diana Gains Guide,Chest,Incline Pushup,1,6,1.0,6.0,6.0
2018-07-12,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-07-12,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,1,5,0.85,175.0,148.0
2018-07-17,,Biceps,Dumbbell Hammer Curl,3,19,0.7200000000000001,610.0,448.0
2018-07-17,,Back,Dumbbell Row,4,32,0.79,1920.0,1516.0
2018-07-17,,Back,Lat Pulldown,3,24,0.79,3600.0,2844.0
2018-07-17,,Back,Pull Up,7,37,0.7000000000000001,6956.0,4866.0
2018-07-19,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.66,1870.0,1234.0
2018-07-19,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,23,0.7733333333333334,2380.0,1822.0
2018-07-19,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.6925,2400.0,1695.0
2018-07-19,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6575,1050.0,732.0
2018-07-19,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,21,0.75,2835.0,2125.0
2018-07-19,Princess Diana Gains Guide,Chest,Incline Pushup,3,9,1.0,9.0,9.0
2018-07-19,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-07-19,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,17,0.73,510.0,371.0
2018-07-25,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.65,1840.0,1196.0
2018-07-25,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,26,0.75,2860.0,2145.0
2018-07-25,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.6575,2450.0,1649.0
2018-07-25,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6875,1100.0,775.0
2018-07-25,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,21,0.75,2835.0,2125.0
2018-07-25,Princess Diana Gains Guide,Chest,Incline Pushup,3,7,1.0,7.0,7.0
2018-07-25,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-07-25,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,14,0.73,420.0,305.0
2018-08-02,,Back,Pull Up,5,31,0.69,5735.0,3955.0
2018-08-03,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.74,1840.0,1361.0
2018-08-03,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.645,2400.0,1578.0
2018-08-03,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6875,1100.0,775.0
2018-08-03,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,1,8,0.75,1080.0,810.0
2018-08-03,Princess Diana Gains Guide,Chest,Incline Pushup,1,1,1.0,1.0,1.0
2018-08-03,,Chest,Lower Chest Bracket Pushup,4,33,1.0,33.0,33.0
2018-08-04,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,2,20,1.0,20.0,20.0
2018-08-04,,Abs,Decline Oblique Chop,2,20,1.0,20.0,20.0
2018-08-04,,Abs,Med Ball Spread Eagle,2,20,1.0,20.0,20.0
2018-08-07,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,2,20,1.0,20.0,20.0
2018-08-07,,Abs,Decline Oblique Chop,2,20,1.0,20.0,20.0
2018-08-07,,Abs,Med Ball Spread Eagle,2,20,1.0,20.0,20.0
2018-08-08,,Back,Dumbbell Row,4,28,0.79,1820.0,1436.0
2018-08-08,,Back,Pull Up,6,33,0.69,6105.0,4209.0
2018-08-10,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.74,1840.0,1361.0
2018-08-10,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,20,0.75,2200.0,1650.0
2018-08-10,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.645,2400.0,1578.0
2018-08-10,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.6125,1150.0,729.0
2018-08-10,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,23,0.75,3105.0,2328.0
2018-08-10,Princess Diana Gains Guide,Chest,Incline Pushup,3,15,1.0,15.0,15.0
2018-08-10,,Chest,Lower Chest Bracket Pushup,5,40,1.0,40.0,40.0
2018-08-10,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,15,0.73,450.0,327.0
2018-08-22,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1840.0,1380.0
2018-08-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.645,2400.0,1578.0
2018-08-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.5875,1100.0,662.0
2018-08-22,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,1,7,0.75,945.0,708.0
2018-08-22,Princess Diana Gains Guide,Chest,Incline Pushup,1,3,1.0,3.0,3.0
2018-08-22,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-08-22,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,1,8,0.79,240.0,189.0
2018-08-23,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,1.0,30.0,30.0
2018-08-23,,Abs,Decline Oblique Chop,3,30,1.0,30.0,30.0
2018-08-23,,Abs,Med Ball Spread Eagle,3,30,1.0,30.0,30.0
2018-08-24,,Back,Dumbbell Row,4,29,0.775,1990.0,1539.0
2018-08-24,,Biceps,Incline Dumbbell Hammer Curl,2,8,0.88,240.0,210.0
2018-08-24,,Back,Lat Pulldown,3,19,0.79,2850.0,2251.0
2018-08-24,,Back,Pull Up,6,32,0.7000000000000001,5920.0,4141.0
2018-08-28,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,1.0,30.0,30.0
2018-08-28,,Abs,Decline Oblique Chop,3,30,1.0,30.0,30.0
2018-08-28,,Abs,Med Ball Spread Eagle,3,30,1.0,30.0,30.0
2018-08-30,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1880.0,1410.0
2018-08-30,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,38,0.6699999999999999,2360.0,1615.0
2018-08-30,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.5875,1100.0,662.0
2018-08-30,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,2,10,0.77,1350.0,1038.0
2018-08-30,Princess Diana Gains Guide,Chest,Incline Pushup,2,5,1.0,5.0,5.0
2018-08-30,,Chest,Lower Chest Bracket Pushup,5,40,1.0,40.0,40.0
2018-08-30,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,2,9,0.79,270.0,213.0
2018-09-01,,Back,Dumbbell Row,4,28,0.775,1920.0,1484.0
2018-09-01,,Biceps,Incline Dumbbell Hammer Curl,3,13,0.8333333333333334,405.0,332.0
2018-09-01,,Back,Lat Pulldown,3,14,0.79,2100.0,1659.0
2018-09-01,,Back,Pull Up,6,30,0.71,5700.0,4043.0
2018-09-04,Princess Diana Gains Guide,Chest,Decline Cable Fly,5,27,0.8099999999999999,3225.0,2566.0
2018-09-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.65,2600.0,1748.0
2018-09-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.5875,1100.0,662.0
2018-09-04,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,14,0.77,1890.0,1453.0
2018-09-04,Princess Diana Gains Guide,Chest,Incline Pushup,3,5,1.0,5.0,5.0
2018-09-04,,Chest,Lower Chest Bracket Pushup,9,40,1.0,40.0,40.0
2018-09-04,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,12,0.79,360.0,283.0
2018-09-05,,Back,Dumbbell Row,2,12,0.815,860.0,694.0
2018-09-05,,Back,Pull Up,6,32,0.7000000000000001,6080.0,4256.0
2018-09-06,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,36,1.0,36.0,36.0
2018-09-06,,Abs,Decline Oblique Chop,3,36,1.0,36.0,36.0
2018-09-06,,Abs,Med Ball Spread Eagle,3,36,1.0,36.0,36.0
2018-09-06,,Abs,Mounted Oblique Lean,1,10,1.0,10.0,10.0
2018-09-12,Princess Diana Gains Guide,Chest,Decline Cable Fly,6,30,0.735,3675.0,2705.0
2018-09-12,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.65,2600.0,1748.0
2018-09-12,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.7175,1150.0,830.0
2018-09-12,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,15,0.81,2025.0,1639.0
2018-09-12,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,1.0,6.0,6.0
2018-09-12,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-09-12,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,15,0.79,450.0,354.0
2018-09-14,,Abs,Decline Oblique Chop,2,24,1.0,24.0,24.0
2018-09-17,,Back,Dumbbell Row,4,24,0.7925,1710.0,1355.0
2018-09-17,,Back,Pull Up,6,34,0.68,6494.0,4413.0
2018-09-18,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,1,12,1.0,12.0,12.0
2018-09-18,,Abs,Decline Oblique Chop,2,24,1.0,24.0,24.0
2018-09-18,,Abs,Med Ball Spread Eagle,1,12,1.0,12.0,12.0
2018-09-19,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1900.0,1425.0
2018-09-19,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,0.675,2700.0,1888.0
2018-09-19,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,3,30,0.7066666666666667,850.0,605.0
2018-09-19,,Chest,Lower Chest Bracket Pushup,3,30,1.0,30.0,30.0
2018-09-21,,Abs,Decline Oblique Chop,2,24,1.0,24.0,24.0
2018-10-01,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.74,1870.0,1383.0
2018-10-01,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.6950000000000001,5000.0,3539.0
2018-10-01,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,20,0.75,2500.0,1874.0
2018-10-01,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.7175,1150.0,830.0
2018-10-01,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-10-03,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,2,24,1.0,24.0,24.0
2018-10-03,,Abs,Decline Oblique Chop,2,24,1.0,24.0,24.0
2018-10-03,,Abs,Med Ball Spread Eagle,1,12,1.0,12.0,12.0
2018-10-04,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-10-04,,Back,Dumbbell Row,4,31,0.79,2325.0,1836.0
2018-10-04,,Back,Pull Up,6,31,0.67,5828.0,3900.0
2018-10-09,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,2,24,1.0,24.0,24.0
2018-10-09,,Abs,Decline Oblique Chop,2,24,1.0,24.0,24.0
2018-10-09,,Abs,Med Ball Spread Eagle,1,12,1.0,12.0,12.0
2018-10-10,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1900.0,1425.0
2018-10-10,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.6950000000000001,5000.0,3539.0
2018-10-10,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,38,0.7175,1090.0,785.0
2018-10-10,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,26,0.77,2470.0,1901.0
2018-10-10,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,1.0,6.0,6.0
2018-10-10,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-10-10,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,16,0.83,480.0,397.0
2018-10-12,,Back,Dumbbell Row,3,21,0.79,1680.0,1326.0
2018-10-12,,Back,Pull Up,6,28,0.68,5348.0,3633.0
2018-10-23,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1900.0,1425.0
2018-10-23,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.675,5050.0,3478.0
2018-10-23,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,21,0.75,2625.0,1967.0
2018-10-23,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.7175,1150.0,830.0
2018-10-23,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,29,0.75,2755.0,2065.0
2018-10-23,Princess Diana Gains Guide,Chest,Incline Pushup,3,10,1.0,10.0,10.0
2018-10-23,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-10-23,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,2,13,0.81,390.0,315.0
2018-10-24,,Abs,Decline Oblique Chop,3,36,1.0,36.0,36.0
2018-10-24,,Abs,Med Ball Spread Eagle,2,24,1.0,24.0,24.0
2018-10-25,,Back,Pull Up,6,32,0.68,6112.0,4153.0
2018-10-27,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,39,1.0,39.0,39.0
2018-10-27,,Abs,Decline Oblique Chop,3,39,1.0,39.0,39.0
2018-10-27,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,39,1.0,39.0,39.0
2018-10-27,,Abs,Med Ball Spread Eagle,3,39,1.0,39.0,39.0
2018-10-27,,Abs,Mounted Oblique Lean,3,39,1.0,39.0,39.0
2018-11-02,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,10,0.75,1890.0,1417.0
2018-11-02,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,2,20,0.62,2400.0,1552.0
2018-11-02,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,2,20,0.75,600.0,450.0
2018-11-02,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,30,0.7266666666666667,3050.0,2220.0
2018-11-02,,Chest,Lower Chest Bracket Pushup,2,20,1.0,20.0,20.0
2018-11-05,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,1,14,1.0,14.0,14.0
2018-11-05,,Abs,Decline Oblique Chop,2,28,1.0,28.0,28.0
2018-11-05,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,1,14,1.0,14.0,14.0
2018-11-05,,Abs,Med Ball Spread Eagle,1,14,1.0,14.0,14.0
2018-11-05,,Abs,Mounted Oblique Lean,1,14,1.0,14.0,14.0
2018-11-06,,Back,Dumbbell Row,2,12,0.79,960.0,758.0
2018-11-06,,Back,Pull Up,6,32,0.68,6112.0,4153.0
2018-11-12,Princess Diana Gains Guide,Triceps,Close Grip Dip,1,4,0.75,756.0,567.0
2018-11-12,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1.0,1.0
2018-11-12,Princess Diana Gains Guide,Chest,Decline Barbell Bench Press,4,40,0.685,5300.0,3726.0
2018-11-12,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,18,0.75,2250.0,1686.0
2018-11-12,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,0.75,1200.0,900.0
2018-11-12,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,14,0.83,1890.0,1568.0
2018-11-12,Princess Diana Gains Guide,Chest,Incline Barbell Bench Press,3,23,0.68,2185.0,1485.0
2018-11-12,,Chest,Lower Chest Bracket Pushup,4,40,1.0,40.0,40.0
2018-11-12,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,14,0.81,420.0,339.0
2018-11-16,,Biceps,Dumbbell Hammer Curl,3,10,0.88,350.0,307.0
2018-11-16,,Back,Dumbbell Row,4,20,0.81,1600.0,1296.0
2018-11-16,,Back,Pull Up,6,32,0.68,6048.0,4110.0
2018-11-24,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,45,0.5,45.0,21.0
2018-11-24,,Abs,Decline Oblique Chop,3,45,0.5,45.0,21.0
2018-11-24,Princess Diana Gains Guide,Abs,Hanging Front Snap Kick Raise,3,45,0.5,45.0,21.0
